parameter,value,MCMCprob
expPragFlip,true,0.00013996673522623552
alpha,7.5,1.9766236575192792e-97
beta,0.325,1.9766236575192792e-97
expPragFlip,false,1.9766236575192792e-97
alpha,7.5,0.000032095293138001554
beta,0.325,0.000032095293138001554
expPragFlip,true,0.000032095293138001554
alpha,7.5,7.017131250958738e-99
beta,0.3,7.017131250958738e-99
expPragFlip,false,7.017131250958738e-99
alpha,7.5,0.000005769631981215396
beta,0.3,0.000005769631981215396
expPragFlip,true,0.000005769631981215396
alpha,7.5,2.0056518751229822e-100
beta,0.275,2.0056518751229822e-100
expPragFlip,false,2.0056518751229822e-100
alpha,7.5,8.10688599976198e-7
beta,0.275,8.10688599976198e-7
expPragFlip,true,8.10688599976198e-7
alpha,7.5,4.582554280375363e-102
beta,0.25,4.582554280375363e-102
expPragFlip,false,4.582554280375363e-102
alpha,7.5,8.875152694205448e-8
beta,0.25,8.875152694205448e-8
expPragFlip,true,8.875152694205448e-8
alpha,7.5,8.29303169630086e-104
beta,0.225,8.29303169630086e-104
expPragFlip,false,8.29303169630086e-104
alpha,7.5,7.543787067131427e-9
beta,0.225,7.543787067131427e-9
expPragFlip,true,7.543787067131427e-9
alpha,7.5,1.1745476409142406e-105
beta,0.2,1.1745476409142406e-105
expPragFlip,false,1.1745476409142406e-105
alpha,7.5,4.958805490442994e-10
beta,0.2,4.958805490442994e-10
expPragFlip,true,4.958805490442994e-10
alpha,7.5,1.2814023029277432e-107
beta,0.175,1.2814023029277432e-107
expPragFlip,false,1.2814023029277432e-107
alpha,7.5,2.5094047844262704e-11
beta,0.175,2.5094047844262704e-11
expPragFlip,true,2.5094047844262704e-11
alpha,7.5,1.0537118249673173e-109
beta,0.15,1.0537118249673173e-109
expPragFlip,false,1.0537118249673173e-109
alpha,7.5,9.72509873378233e-13
beta,0.15,9.72509873378233e-13
expPragFlip,true,9.72509873378233e-13
alpha,7.5,6.330319862452786e-112
beta,0.125,6.330319862452786e-112
expPragFlip,false,6.330319862452786e-112
alpha,7.5,2.8688349447359665e-14
beta,0.125,2.8688349447359665e-14
expPragFlip,true,2.8688349447359665e-14
alpha,7.5,2.6479638536689245e-114
beta,0.1,2.6479638536689245e-114
expPragFlip,false,2.6479638536689245e-114
alpha,7.5,6.396559926904642e-16
beta,0.1,6.396559926904642e-16
expPragFlip,true,6.396559926904642e-16
alpha,7.5,7.103915702038935e-117
beta,0.075,7.103915702038935e-117
expPragFlip,false,7.103915702038935e-117
alpha,7.5,1.0692910211267106e-17
beta,0.075,1.0692910211267106e-17
expPragFlip,true,1.0692910211267106e-17
alpha,7.5,1.0365631219200041e-119
beta,0.05,1.0365631219200041e-119
expPragFlip,false,1.0365631219200041e-119
alpha,7.5,1.3278172442654827e-19
beta,0.05,1.3278172442654827e-19
expPragFlip,true,1.3278172442654827e-19
alpha,7.5,5.2982656948198944e-123
beta,0.025,5.2982656948198944e-123
expPragFlip,false,5.2982656948198944e-123
alpha,7.5,1.2121200024754717e-21
beta,0.025,1.2121200024754717e-21
expPragFlip,true,1.2121200024754717e-21
alpha,7.5,6.781236719621636e-128
beta,0,6.781236719621636e-128
expPragFlip,false,6.781236719621636e-128
alpha,7.5,8.04040384277109e-24
beta,0,8.04040384277109e-24
expPragFlip,true,8.04040384277109e-24
alpha,7.4,2.7956417747537777e-104
beta,1,2.7956417747537777e-104
expPragFlip,false,2.7956417747537777e-104
alpha,7.4,2.546542242316501e-20
beta,1,2.546542242316501e-20
expPragFlip,true,2.546542242316501e-20
alpha,7.4,4.164959238398653e-96
beta,0.975,4.164959238398653e-96
expPragFlip,false,4.164959238398653e-96
alpha,7.4,1.0060698584265519e-18
beta,0.975,1.0060698584265519e-18
expPragFlip,true,1.0060698584265519e-18
alpha,7.4,1.4313046604694762e-93
beta,0.95,1.4313046604694762e-93
expPragFlip,false,1.4313046604694762e-93
alpha,7.4,3.359987749928366e-17
beta,0.95,3.359987749928366e-17
expPragFlip,true,3.359987749928366e-17
alpha,7.4,9.623580959921728e-92
beta,0.925,9.623580959921728e-92
expPragFlip,false,9.623580959921728e-92
alpha,7.4,9.485588253586461e-16
beta,0.925,9.485588253586461e-16
expPragFlip,true,9.485588253586461e-16
alpha,7.4,2.6170682989581968e-90
beta,0.9,2.6170682989581968e-90
expPragFlip,false,2.6170682989581968e-90
alpha,7.4,2.2626055573936466e-14
beta,0.9,2.2626055573936466e-14
expPragFlip,true,2.2626055573936466e-14
alpha,7.4,3.7250857662800514e-89
beta,0.875,3.7250857662800514e-89
expPragFlip,false,3.7250857662800514e-89
alpha,7.4,4.55598348756813e-13
beta,0.875,4.55598348756813e-13
expPragFlip,true,4.55598348756813e-13
alpha,7.4,3.1634273648125716e-88
beta,0.85,3.1634273648125716e-88
expPragFlip,false,3.1634273648125716e-88
alpha,7.4,7.733991321433386e-12
beta,0.85,7.733991321433386e-12
expPragFlip,true,7.733991321433386e-12
alpha,7.4,1.735701167424617e-87
beta,0.825,1.735701167424617e-87
expPragFlip,false,1.735701167424617e-87
alpha,7.4,1.1048575153244681e-10
beta,0.825,1.1048575153244681e-10
expPragFlip,true,1.1048575153244681e-10
alpha,7.4,6.494102695469203e-87
beta,0.8,6.494102695469203e-87
expPragFlip,false,6.494102695469203e-87
alpha,7.4,1.3253948440806984e-9
beta,0.8,1.3253948440806984e-9
expPragFlip,true,1.3253948440806984e-9
alpha,7.4,1.723009083087667e-86
beta,0.775,1.723009083087667e-86
expPragFlip,false,1.723009083087667e-86
alpha,7.4,1.3317173456314496e-8
beta,0.775,1.3317173456314496e-8
expPragFlip,true,1.3317173456314496e-8
alpha,7.4,3.339557032072537e-86
beta,0.75,3.339557032072537e-86
expPragFlip,false,3.339557032072537e-86
alpha,7.4,1.1175086937252012e-7
beta,0.75,1.1175086937252012e-7
expPragFlip,true,1.1175086937252012e-7
alpha,7.4,4.839948095579233e-86
beta,0.725,4.839948095579233e-86
expPragFlip,false,4.839948095579233e-86
alpha,7.4,7.806900170282533e-7
beta,0.725,7.806900170282533e-7
expPragFlip,true,7.806900170282533e-7
alpha,7.4,5.34377375673887e-86
beta,0.7,5.34377375673887e-86
expPragFlip,false,5.34377375673887e-86
alpha,7.4,0.000004524867538893629
beta,0.7,0.000004524867538893629
expPragFlip,true,0.000004524867538893629
alpha,7.4,4.563523521636951e-86
beta,0.675,4.563523521636951e-86
expPragFlip,false,4.563523521636951e-86
alpha,7.4,0.00002168001737157436
beta,0.675,0.00002168001737157436
expPragFlip,true,0.00002168001737157436
alpha,7.4,3.0521398270811783e-86
beta,0.65,3.0521398270811783e-86
expPragFlip,false,3.0521398270811783e-86
alpha,7.4,0.0000855472299167372
beta,0.65,0.0000855472299167372
expPragFlip,true,0.0000855472299167372
alpha,7.4,1.615166623454919e-86
beta,0.625,1.615166623454919e-86
expPragFlip,false,1.615166623454919e-86
alpha,7.4,0.0002769315440086978
beta,0.625,0.0002769315440086978
expPragFlip,true,0.0002769315440086978
alpha,7.4,6.820437370446555e-87
beta,0.6,6.820437370446555e-87
expPragFlip,false,6.820437370446555e-87
alpha,7.4,0.0007326047442961168
beta,0.6,0.0007326047442961168
expPragFlip,true,0.0007326047442961168
alpha,7.4,2.3141986943309532e-87
beta,0.575,2.3141986943309532e-87
expPragFlip,false,2.3141986943309532e-87
alpha,7.4,0.0015776541669120273
beta,0.575,0.0015776541669120273
expPragFlip,true,0.0015776541669120273
alpha,7.4,6.344874017189582e-88
beta,0.55,6.344874017189582e-88
expPragFlip,false,6.344874017189582e-88
alpha,7.4,0.0027550802048557305
beta,0.55,0.0027550802048557305
expPragFlip,true,0.0027550802048557305
alpha,7.4,1.4119395627778345e-88
beta,0.525,1.4119395627778345e-88
expPragFlip,false,1.4119395627778345e-88
alpha,7.4,0.0038869611800160194
beta,0.525,0.0038869611800160194
expPragFlip,true,0.0038869611800160194
alpha,7.4,2.5589575029449653e-89
beta,0.5,2.5589575029449653e-89
expPragFlip,false,2.5589575029449653e-89
alpha,7.4,0.004414317067373448
beta,0.5,0.004414317067373448
expPragFlip,true,0.004414317067373448
alpha,7.4,3.786423706103418e-90
beta,0.475,3.786423706103418e-90
expPragFlip,false,3.786423706103418e-90
alpha,7.4,0.004021410073314939
beta,0.475,0.004021410073314939
expPragFlip,true,0.004021410073314939
alpha,7.4,4.581272075660856e-91
beta,0.45,4.581272075660856e-91
expPragFlip,false,4.581272075660856e-91
alpha,7.4,0.0029289012648143903
beta,0.45,0.0029289012648143903
expPragFlip,true,0.0029289012648143903
alpha,7.4,4.535498166896357e-92
beta,0.425,4.535498166896357e-92
expPragFlip,false,4.535498166896357e-92
alpha,7.4,0.001700040966860178
beta,0.425,0.001700040966860178
expPragFlip,true,0.001700040966860178
alpha,7.4,3.6733323966432227e-93
beta,0.4,3.6733323966432227e-93
expPragFlip,false,3.6733323966432227e-93
alpha,7.4,0.0007840097059786182
beta,0.4,0.0007840097059786182
expPragFlip,true,0.0007840097059786182
alpha,7.4,2.431205093797975e-94
beta,0.375,2.431205093797975e-94
expPragFlip,false,2.431205093797975e-94
alpha,7.4,0.0002864324680355614
beta,0.375,0.0002864324680355614
expPragFlip,true,0.0002864324680355614
alpha,7.4,1.3123049807436805e-95
beta,0.35,1.3123049807436805e-95
expPragFlip,false,1.3123049807436805e-95
alpha,7.4,0.00008266643033952802
beta,0.35,0.00008266643033952802
expPragFlip,true,0.00008266643033952802
alpha,7.4,5.759524217492156e-97
beta,0.325,5.759524217492156e-97
expPragFlip,false,5.759524217492156e-97
alpha,7.4,0.000018794167808791504
beta,0.325,0.000018794167808791504
expPragFlip,true,0.000018794167808791504
alpha,7.4,2.0467768708328886e-98
beta,0.3,2.0467768708328886e-98
expPragFlip,false,2.0467768708328886e-98
alpha,7.4,0.000003356366067201623
beta,0.3,0.000003356366067201623
expPragFlip,true,0.000003356366067201623
alpha,7.4,5.857386537628449e-100
beta,0.275,5.857386537628449e-100
expPragFlip,false,5.857386537628449e-100
alpha,7.4,4.694424725731189e-7
beta,0.275,4.694424725731189e-7
expPragFlip,true,4.694424725731189e-7
alpha,7.4,1.340306628099684e-101
beta,0.25,1.340306628099684e-101
expPragFlip,false,1.340306628099684e-101
alpha,7.4,5.12607238935733e-8
beta,0.25,5.12607238935733e-8
expPragFlip,true,5.12607238935733e-8
alpha,7.4,2.4299636662842917e-103
beta,0.225,2.4299636662842917e-103
expPragFlip,false,2.4299636662842917e-103
alpha,7.4,4.354718951824864e-9
beta,0.225,4.354718951824864e-9
expPragFlip,true,4.354718951824864e-9
alpha,7.4,3.4493265865808328e-105
beta,0.2,3.4493265865808328e-105
expPragFlip,false,3.4493265865808328e-105
alpha,7.4,2.866833989837333e-10
beta,0.2,2.866833989837333e-10
expPragFlip,true,2.866833989837333e-10
alpha,7.4,3.7738439884882617e-107
beta,0.175,3.7738439884882617e-107
expPragFlip,false,3.7738439884882617e-107
alpha,7.4,1.456002618501393e-11
beta,0.175,1.456002618501393e-11
expPragFlip,true,1.456002618501393e-11
alpha,7.4,3.114773911524245e-109
beta,0.15,3.114773911524245e-109
expPragFlip,false,3.114773911524245e-109
alpha,7.4,5.67531924315147e-13
beta,0.15,5.67531924315147e-13
expPragFlip,true,5.67531924315147e-13
alpha,7.4,1.8806413475813056e-111
beta,0.125,1.8806413475813056e-111
expPragFlip,false,1.8806413475813056e-111
alpha,7.4,1.687663507548525e-14
beta,0.125,1.687663507548525e-14
expPragFlip,true,1.687663507548525e-14
alpha,7.4,7.923455101754477e-114
beta,0.1,7.923455101754477e-114
expPragFlip,false,7.923455101754477e-114
alpha,7.4,3.802298129065069e-16
beta,0.1,3.802298129065069e-16
expPragFlip,true,3.802298129065069e-16
alpha,7.4,2.149752573964011e-116
beta,0.075,2.149752573964011e-116
expPragFlip,false,2.149752573964011e-116
alpha,7.4,6.4391062634183494e-18
beta,0.075,6.4391062634183494e-18
expPragFlip,true,6.4391062634183494e-18
alpha,7.4,3.2012733134436535e-119
beta,0.05,3.2012733134436535e-119
expPragFlip,false,3.2012733134436535e-119
alpha,7.4,8.122793325442152e-20
beta,0.05,8.122793325442152e-20
expPragFlip,true,8.122793325442152e-20
alpha,7.4,1.718264876228447e-122
beta,0.025,1.718264876228447e-122
expPragFlip,false,1.718264876228447e-122
alpha,7.4,7.55575674773029e-22
beta,0.025,7.55575674773029e-22
expPragFlip,true,7.55575674773029e-22
alpha,7.4,3.0394002069044255e-127
beta,0,3.0394002069044255e-127
expPragFlip,false,3.0394002069044255e-127
alpha,7.4,5.124458428144498e-24
beta,0,5.124458428144498e-24
expPragFlip,true,5.124458428144498e-24
alpha,7.3,1.2761903006189481e-103
beta,1,1.2761903006189481e-103
expPragFlip,false,1.2761903006189481e-103
alpha,7.3,3.0774378992879666e-20
beta,1,3.0774378992879666e-20
expPragFlip,true,3.0774378992879666e-20
alpha,7.3,1.2343219225565334e-95
beta,0.975,1.2343219225565334e-95
expPragFlip,false,1.2343219225565334e-95
alpha,7.3,1.1598794636707702e-18
beta,0.975,1.1598794636707702e-18
expPragFlip,true,1.1598794636707702e-18
alpha,7.3,4.209151472822866e-93
beta,0.95,4.209151472822866e-93
expPragFlip,false,4.209151472822866e-93
alpha,7.3,3.701046589542497e-17
beta,0.95,3.701046589542497e-17
expPragFlip,true,3.701046589542497e-17
alpha,7.3,2.819326586902364e-91
beta,0.925,2.819326586902364e-91
expPragFlip,false,2.819326586902364e-91
alpha,7.3,9.996418153417472e-16
beta,0.925,9.996418153417472e-16
expPragFlip,true,9.996418153417472e-16
alpha,7.3,7.647036484621869e-90
beta,0.9,7.647036484621869e-90
expPragFlip,false,7.647036484621869e-90
alpha,7.3,2.2841309803505144e-14
beta,0.9,2.2841309803505144e-14
expPragFlip,true,2.2841309803505144e-14
alpha,7.3,1.0862947963746693e-88
beta,0.875,1.0862947963746693e-88
expPragFlip,false,1.0862947963746693e-88
alpha,7.3,4.4108770711744865e-13
beta,0.875,4.4108770711744865e-13
expPragFlip,true,4.4108770711744865e-13
alpha,7.3,9.210214096480739e-88
beta,0.85,9.210214096480739e-88
expPragFlip,false,9.210214096480739e-88
alpha,7.3,7.1886573119731965e-12
beta,0.85,7.1886573119731965e-12
expPragFlip,true,7.1886573119731965e-12
alpha,7.3,5.046696600245999e-87
beta,0.825,5.046696600245999e-87
expPragFlip,false,5.046696600245999e-87
alpha,7.3,9.869739037090941e-11
beta,0.825,9.869739037090941e-11
expPragFlip,true,9.869739037090941e-11
alpha,7.3,1.8860999243683105e-86
beta,0.8,1.8860999243683105e-86
expPragFlip,false,1.8860999243683105e-86
alpha,7.3,1.1390631589919733e-9
beta,0.8,1.1390631589919733e-9
expPragFlip,true,1.1390631589919733e-9
alpha,7.3,4.9994491316266904e-86
beta,0.775,4.9994491316266904e-86
expPragFlip,false,4.9994491316266904e-86
alpha,7.3,1.1022210003924274e-8
beta,0.775,1.1022210003924274e-8
expPragFlip,true,1.1022210003924274e-8
alpha,7.3,9.682255003106897e-86
beta,0.75,9.682255003106897e-86
expPragFlip,false,9.682255003106897e-86
alpha,7.3,8.917101719714798e-8
beta,0.75,8.917101719714798e-8
expPragFlip,true,8.917101719714798e-8
alpha,7.3,1.4022875808777028e-85
beta,0.725,1.4022875808777028e-85
expPragFlip,false,1.4022875808777028e-85
alpha,7.3,6.012394817268536e-7
beta,0.725,6.012394817268536e-7
expPragFlip,true,6.012394817268536e-7
alpha,7.3,1.5474004221204258e-85
beta,0.7,1.5474004221204258e-85
expPragFlip,false,1.5474004221204258e-85
alpha,7.3,0.00000336723760212628
beta,0.7,0.00000336723760212628
expPragFlip,true,0.00000336723760212628
alpha,7.3,1.3208642128135275e-85
beta,0.675,1.3208642128135275e-85
expPragFlip,false,1.3208642128135275e-85
alpha,7.3,0.000015608338475616415
beta,0.675,0.000015608338475616415
expPragFlip,true,0.000015608338475616415
alpha,7.3,8.830943578178062e-86
beta,0.65,8.830943578178062e-86
expPragFlip,false,8.830943578178062e-86
alpha,7.3,0.0000596612497270192
beta,0.65,0.0000596612497270192
expPragFlip,true,0.0000596612497270192
alpha,7.3,4.67201160424064e-86
beta,0.625,4.67201160424064e-86
expPragFlip,false,4.67201160424064e-86
alpha,7.3,0.00018734421618706772
beta,0.625,0.00018734421618706772
expPragFlip,true,0.00018734421618706772
alpha,7.3,1.972513920362616e-86
beta,0.6,1.972513920362616e-86
expPragFlip,false,1.972513920362616e-86
alpha,7.3,0.00048144210681022733
beta,0.6,0.00048144210681022733
expPragFlip,true,0.00048144210681022733
alpha,7.3,6.692156320816911e-87
beta,0.575,6.692156320816911e-87
expPragFlip,false,6.692156320816911e-87
alpha,7.3,0.0010086737044754058
beta,0.575,0.0010086737044754058
expPragFlip,true,0.0010086737044754058
alpha,7.3,1.834771012627409e-87
beta,0.55,1.834771012627409e-87
expPragFlip,false,1.834771012627409e-87
alpha,7.3,0.001716438482745359
beta,0.55,0.001716438482745359
expPragFlip,true,0.001716438482745359
alpha,7.3,4.083235114019791e-88
beta,0.525,4.083235114019791e-88
expPragFlip,false,4.083235114019791e-88
alpha,7.3,0.002363639060837634
beta,0.525,0.002363639060837634
expPragFlip,true,0.002363639060837634
alpha,7.3,7.401461249777672e-89
beta,0.5,7.401461249777672e-89
expPragFlip,false,7.401461249777672e-89
alpha,7.3,0.0026245980062206365
beta,0.5,0.0026245980062206365
expPragFlip,true,0.0026245980062206365
alpha,7.3,1.0954379776932988e-89
beta,0.475,1.0954379776932988e-89
expPragFlip,false,1.0954379776932988e-89
alpha,7.3,0.002341987106390574
beta,0.475,0.002341987106390574
expPragFlip,true,0.002341987106390574
alpha,7.3,1.3258335952360839e-90
beta,0.45,1.3258335952360839e-90
expPragFlip,false,1.3258335952360839e-90
alpha,7.3,0.0016738661942937972
beta,0.45,0.0016738661942937972
expPragFlip,true,0.0016738661942937972
alpha,7.3,1.31315320678142e-91
beta,0.425,1.31315320678142e-91
expPragFlip,false,1.31315320678142e-91
alpha,7.3,0.000955233695357453
beta,0.425,0.000955233695357453
expPragFlip,true,0.000955233695357453
alpha,7.3,1.0641067931478495e-92
beta,0.4,1.0641067931478495e-92
expPragFlip,false,1.0641067931478495e-92
alpha,7.3,0.0004339586985167847
beta,0.4,0.0004339586985167847
expPragFlip,true,0.0004339586985167847
alpha,7.3,7.047476034404515e-94
beta,0.375,7.047476034404515e-94
expPragFlip,false,7.047476034404515e-94
alpha,7.3,0.00015648877733554683
beta,0.375,0.00015648877733554683
expPragFlip,true,0.00015648877733554683
alpha,7.3,3.807091404081308e-95
beta,0.35,3.807091404081308e-95
expPragFlip,false,3.807091404081308e-95
alpha,7.3,0.00004466765012139364
beta,0.35,0.00004466765012139364
expPragFlip,true,0.00004466765012139364
alpha,7.3,1.6724783754732742e-96
beta,0.325,1.6724783754732742e-96
expPragFlip,false,1.6724783754732742e-96
alpha,7.3,0.000010063937978533552
beta,0.325,0.000010063937978533552
expPragFlip,true,0.000010063937978533552
alpha,7.3,5.950332048437883e-98
beta,0.3,5.950332048437883e-98
expPragFlip,false,5.950332048437883e-98
alpha,7.3,0.0000017847607765840447
beta,0.3,0.0000017847607765840447
expPragFlip,true,0.0000017847607765840447
alpha,7.3,1.7051787378027277e-99
beta,0.275,1.7051787378027277e-99
expPragFlip,false,1.7051787378027277e-99
alpha,7.3,2.4839891947909684e-7
beta,0.275,2.4839891947909684e-7
expPragFlip,true,2.4839891947909684e-7
alpha,7.3,3.9082991555359237e-101
beta,0.25,3.9082991555359237e-101
expPragFlip,false,3.9082991555359237e-101
alpha,7.3,2.7046160064981166e-8
beta,0.25,2.7046160064981166e-8
expPragFlip,true,2.7046160064981166e-8
alpha,7.3,7.099981176029484e-103
beta,0.225,7.099981176029484e-103
expPragFlip,false,7.099981176029484e-103
alpha,7.3,2.295829215799186e-9
beta,0.225,2.295829215799186e-9
expPragFlip,true,2.295829215799186e-9
alpha,7.3,1.0103495073240804e-104
beta,0.2,1.0103495073240804e-104
expPragFlip,false,1.0103495073240804e-104
alpha,7.3,1.5134139269696053e-10
beta,0.2,1.5134139269696053e-10
expPragFlip,true,1.5134139269696053e-10
alpha,7.3,1.1088785267167745e-106
beta,0.175,1.1088785267167745e-106
expPragFlip,false,1.1088785267167745e-106
alpha,7.3,7.713100408333537e-12
beta,0.175,7.713100408333537e-12
expPragFlip,true,7.713100408333537e-12
alpha,7.3,9.189590732509997e-109
beta,0.15,9.189590732509997e-109
expPragFlip,false,9.189590732509997e-109
alpha,7.3,3.0236596363021876e-13
beta,0.15,3.0236596363021876e-13
expPragFlip,true,3.0236596363021876e-13
alpha,7.3,5.579135881921665e-111
beta,0.125,5.579135881921665e-111
expPragFlip,false,5.579135881921665e-111
alpha,7.3,9.063776293476767e-15
beta,0.125,9.063776293476767e-15
expPragFlip,true,9.063776293476767e-15
alpha,7.3,2.369167920146746e-113
beta,0.1,2.369167920146746e-113
expPragFlip,false,2.369167920146746e-113
alpha,7.3,2.0635343443671655e-16
beta,0.1,2.0635343443671655e-16
expPragFlip,true,2.0635343443671655e-16
alpha,7.3,6.507248638688603e-116
beta,0.075,6.507248638688603e-116
expPragFlip,false,6.507248638688603e-116
alpha,7.3,3.540545494748129e-18
beta,0.075,3.540545494748129e-18
expPragFlip,true,3.540545494748129e-18
alpha,7.3,9.905579663420032e-119
beta,0.05,9.905579663420032e-119
expPragFlip,false,9.905579663420032e-119
alpha,7.3,4.5379790553064855e-20
beta,0.05,4.5379790553064855e-20
expPragFlip,true,4.5379790553064855e-20
alpha,7.3,5.599778936972445e-122
beta,0.025,5.599778936972445e-122
expPragFlip,false,5.599778936972445e-122
alpha,7.3,4.3022996337257e-22
beta,0.025,4.3022996337257e-22
expPragFlip,true,4.3022996337257e-22
alpha,7.3,1.3562952643421795e-126
beta,0,1.3562952643421795e-126
expPragFlip,false,1.3562952643421795e-126
alpha,7.3,2.984233700469591e-24
beta,0,2.984233700469591e-24
expPragFlip,true,2.984233700469591e-24
alpha,7.2,5.81232215316486e-103
beta,1,5.81232215316486e-103
expPragFlip,false,5.81232215316486e-103
alpha,7.2,3.479439704045138e-20
beta,1,3.479439704045138e-20
expPragFlip,true,3.479439704045138e-20
alpha,7.2,3.6526610446142954e-95
beta,0.975,3.6526610446142954e-95
expPragFlip,false,3.6526610446142954e-95
alpha,7.2,1.249318089441597e-18
beta,0.975,1.249318089441597e-18
expPragFlip,true,1.249318089441597e-18
alpha,7.2,1.2349301998176978e-92
beta,0.95,1.2349301998176978e-92
expPragFlip,false,1.2349301998176978e-92
alpha,7.2,3.8035574107941137e-17
beta,0.95,3.8035574107941137e-17
expPragFlip,true,3.8035574107941137e-17
alpha,7.2,8.236641298580159e-91
beta,0.925,8.236641298580159e-91
expPragFlip,false,8.236641298580159e-91
alpha,7.2,9.81561050535708e-16
beta,0.925,9.81561050535708e-16
expPragFlip,true,9.81561050535708e-16
alpha,7.2,2.2276003620414194e-89
beta,0.9,2.2276003620414194e-89
expPragFlip,false,2.2276003620414194e-89
alpha,7.2,2.145618179875343e-14
beta,0.9,2.145618179875343e-14
expPragFlip,true,2.145618179875343e-14
alpha,7.2,3.157367782582059e-88
beta,0.875,3.157367782582059e-88
expPragFlip,false,3.157367782582059e-88
alpha,7.2,3.968502749692114e-13
beta,0.875,3.968502749692114e-13
expPragFlip,true,3.968502749692114e-13
alpha,7.2,2.6721867949943016e-87
beta,0.85,2.6721867949943016e-87
expPragFlip,false,2.6721867949943016e-87
alpha,7.2,6.201602539055964e-12
beta,0.85,6.201602539055964e-12
expPragFlip,true,6.201602539055964e-12
alpha,7.2,1.46203445166494e-86
beta,0.825,1.46203445166494e-86
expPragFlip,false,1.46203445166494e-86
alpha,7.2,8.173043475823401e-11
beta,0.825,8.173043475823401e-11
expPragFlip,true,8.173043475823401e-11
alpha,7.2,5.457227058962593e-86
beta,0.8,5.457227058962593e-86
expPragFlip,false,5.457227058962593e-86
alpha,7.2,9.063777093101965e-10
beta,0.8,9.063777093101965e-10
expPragFlip,true,9.063777093101965e-10
alpha,7.2,1.4450099354738772e-85
beta,0.775,1.4450099354738772e-85
expPragFlip,false,1.4450099354738772e-85
alpha,7.2,8.436795951043473e-9
beta,0.775,8.436795951043473e-9
expPragFlip,true,8.436795951043473e-9
alpha,7.2,2.7960048875621345e-85
beta,0.75,2.7960048875621345e-85
expPragFlip,false,2.7960048875621345e-85
alpha,7.2,6.57287124797084e-8
beta,0.75,6.57287124797084e-8
expPragFlip,true,6.57287124797084e-8
alpha,7.2,4.046441679992597e-85
beta,0.725,4.046441679992597e-85
expPragFlip,false,4.046441679992597e-85
alpha,7.2,4.2726189754990255e-7
beta,0.725,4.2726189754990255e-7
expPragFlip,true,4.2726189754990255e-7
alpha,7.2,4.4624042576742264e-85
beta,0.7,4.4624042576742264e-85
expPragFlip,false,4.4624042576742264e-85
alpha,7.2,0.0000023096785569047195
beta,0.7,0.0000023096785569047195
expPragFlip,true,0.0000023096785569047195
alpha,7.2,3.8071895175330687e-85
beta,0.675,3.8071895175330687e-85
expPragFlip,false,3.8071895175330687e-85
alpha,7.2,0.000010346864273379207
beta,0.675,0.000010346864273379207
expPragFlip,true,0.000010346864273379207
alpha,7.2,2.5443677443550921e-85
beta,0.65,2.5443677443550921e-85
expPragFlip,false,2.5443677443550921e-85
alpha,7.2,0.00003827298806913287
beta,0.65,0.00003827298806913287
expPragFlip,true,0.00003827298806913287
alpha,7.2,1.3456951563648815e-85
beta,0.625,1.3456951563648815e-85
expPragFlip,false,1.3456951563648815e-85
alpha,7.2,0.00011646473075247306
beta,0.625,0.00011646473075247306
expPragFlip,true,0.00011646473075247306
alpha,7.2,5.6803420405269586e-86
beta,0.6,5.6803420405269586e-86
expPragFlip,false,5.6803420405269586e-86
alpha,7.2,0.00029046388024643236
beta,0.6,0.00029046388024643236
expPragFlip,true,0.00029046388024643236
alpha,7.2,1.9269593625147604e-86
beta,0.575,1.9269593625147604e-86
expPragFlip,false,1.9269593625147604e-86
alpha,7.2,0.0005915159115625889
beta,0.575,0.0005915159115625889
expPragFlip,true,0.0005915159115625889
alpha,7.2,5.282996550031893e-87
beta,0.55,5.282996550031893e-87
expPragFlip,false,5.282996550031893e-87
alpha,7.2,0.000979983661046043
beta,0.55,0.000979983661046043
expPragFlip,true,0.000979983661046043
alpha,7.2,1.175803791950737e-87
beta,0.525,1.175803791950737e-87
expPragFlip,false,1.175803791950737e-87
alpha,7.2,0.0013160914800114218
beta,0.525,0.0013160914800114218
expPragFlip,true,0.0013160914800114218
alpha,7.2,2.1316739181058026e-88
beta,0.5,2.1316739181058026e-88
expPragFlip,false,2.1316739181058026e-88
alpha,7.2,0.0014277493904241822
beta,0.5,0.0014277493904241822
expPragFlip,true,0.0014277493904241822
alpha,7.2,3.155776570133112e-89
beta,0.475,3.155776570133112e-89
expPragFlip,false,3.155776570133112e-89
alpha,7.2,0.0012469700354094376
beta,0.475,0.0012469700354094376
expPragFlip,true,0.0012469700354094376
alpha,7.2,3.8209138665603738e-90
beta,0.45,3.8209138665603738e-90
expPragFlip,false,3.8209138665603738e-90
alpha,7.2,0.000873972842455532
beta,0.45,0.000873972842455532
expPragFlip,true,0.000873972842455532
alpha,7.2,3.786180117947965e-91
beta,0.425,3.786180117947965e-91
expPragFlip,false,3.786180117947965e-91
alpha,7.2,0.0004900472850011984
beta,0.425,0.0004900472850011984
expPragFlip,true,0.0004900472850011984
alpha,7.2,3.069947889046082e-92
beta,0.4,3.069947889046082e-92
expPragFlip,false,3.069947889046082e-92
alpha,7.2,0.0002191755596681747
beta,0.4,0.0002191755596681747
expPragFlip,true,0.0002191755596681747
alpha,7.2,2.0346862250216944e-93
beta,0.375,2.0346862250216944e-93
expPragFlip,false,2.0346862250216944e-93
alpha,7.2,0.00007796898115603773
beta,0.375,0.00007796898115603773
expPragFlip,true,0.00007796898115603773
