parameter,value,MCMCprob
expPragFlip,true,5.181708080985e-88
alpha,9.5,4.245579321213161e-82
beta,1,4.245579321213161e-82
expPragFlip,false,4.245579321213161e-82
alpha,9.5,4.12995588870063e-80
beta,1,4.12995588870063e-80
expPragFlip,true,4.12995588870063e-80
alpha,9.5,3.986614705929201e-74
beta,0.95,3.986614705929201e-74
expPragFlip,false,3.986614705929201e-74
alpha,9.5,1.0240132444584197e-70
beta,0.95,1.0240132444584197e-70
expPragFlip,true,1.0240132444584197e-70
alpha,9.5,1.2423080098590056e-66
beta,0.9,1.2423080098590056e-66
expPragFlip,false,1.2423080098590056e-66
alpha,9.5,1.001888927461422e-62
beta,0.9,1.001888927461422e-62
expPragFlip,true,1.001888927461422e-62
alpha,9.5,1.3043486950004088e-59
beta,0.85,1.3043486950004088e-59
expPragFlip,false,1.3043486950004088e-59
alpha,9.5,6.001885696395937e-56
beta,0.85,6.001885696395937e-56
expPragFlip,true,6.001885696395937e-56
alpha,9.5,4.705925709899668e-53
beta,0.8,4.705925709899668e-53
expPragFlip,false,4.705925709899668e-53
alpha,9.5,2.6598948230911395e-50
beta,0.8,2.6598948230911395e-50
expPragFlip,true,2.6598948230911395e-50
alpha,9.5,5.9556590612833595e-47
beta,0.75,5.9556590612833595e-47
expPragFlip,false,5.9556590612833595e-47
alpha,9.5,7.029030805393983e-46
beta,0.75,7.029030805393983e-46
expPragFlip,true,7.029030805393983e-46
alpha,9.5,2.6905400563239883e-41
beta,0.7,2.6905400563239883e-41
expPragFlip,false,2.6905400563239883e-41
alpha,9.5,7.566813192569785e-43
beta,0.7,7.566813192569785e-43
expPragFlip,true,7.566813192569785e-43
alpha,9.5,4.383857003632674e-36
beta,0.65,4.383857003632674e-36
expPragFlip,false,4.383857003632674e-36
alpha,9.5,3.3480433135950825e-41
beta,0.65,3.3480433135950825e-41
expPragFlip,true,3.3480433135950825e-41
alpha,9.5,2.574597073515952e-31
beta,0.6,2.574597073515952e-31
expPragFlip,false,2.574597073515952e-31
alpha,9.5,1.1323769441242645e-40
beta,0.6,1.1323769441242645e-40
expPragFlip,true,1.1323769441242645e-40
alpha,9.5,5.3687289783286e-27
beta,0.55,5.3687289783286e-27
expPragFlip,false,5.3687289783286e-27
alpha,9.5,6.791088562142445e-41
beta,0.55,6.791088562142445e-41
expPragFlip,true,6.791088562142445e-41
alpha,9.5,3.8476178491076994e-23
beta,0.5,3.8476178491076994e-23
expPragFlip,false,3.8476178491076994e-23
alpha,9.5,1.2060856353651993e-41
beta,0.5,1.2060856353651993e-41
expPragFlip,true,1.2060856353651993e-41
alpha,9.5,8.987675891423311e-20
beta,0.45,8.987675891423311e-20
expPragFlip,false,8.987675891423311e-20
alpha,9.5,4.994930279054741e-43
beta,0.45,4.994930279054741e-43
expPragFlip,true,4.994930279054741e-43
alpha,9.5,6.342293755588406e-17
beta,0.4,6.342293755588406e-17
expPragFlip,false,6.342293755588406e-17
alpha,9.5,1.7816713575222085e-45
beta,0.4,1.7816713575222085e-45
expPragFlip,true,1.7816713575222085e-45
alpha,9.5,1.2223365539087304e-14
beta,0.35,1.2223365539087304e-14
expPragFlip,false,1.2223365539087304e-14
alpha,9.5,3.0546458450249133e-49
beta,0.35,3.0546458450249133e-49
expPragFlip,true,3.0546458450249133e-49
alpha,9.5,5.668940987084242e-13
beta,0.3,5.668940987084242e-13
expPragFlip,false,5.668940987084242e-13
alpha,9.5,7.343385123335239e-54
beta,0.3,7.343385123335239e-54
expPragFlip,true,7.343385123335239e-54
alpha,9.5,5.437680569551636e-12
beta,0.25,5.437680569551636e-12
expPragFlip,false,5.437680569551636e-12
alpha,9.5,1.36176186737522e-58
beta,0.25,1.36176186737522e-58
expPragFlip,true,1.36176186737522e-58
alpha,9.5,9.075949987391831e-12
beta,0.2,9.075949987391831e-12
expPragFlip,false,9.075949987391831e-12
alpha,9.5,4.880993799655731e-63
beta,0.2,4.880993799655731e-63
expPragFlip,true,4.880993799655731e-63
alpha,9.5,2.1856436354756043e-12
beta,0.15,2.1856436354756043e-12
expPragFlip,false,2.1856436354756043e-12
alpha,9.5,3.277304158110863e-67
beta,0.15,3.277304158110863e-67
expPragFlip,true,3.277304158110863e-67
alpha,9.5,6.269320899864763e-14
beta,0.1,6.269320899864763e-14
expPragFlip,false,6.269320899864763e-14
alpha,9.5,2.1258051114040882e-71
beta,0.1,2.1258051114040882e-71
expPragFlip,true,2.1258051114040882e-71
alpha,9.5,1.7831775678200093e-16
beta,0.05,1.7831775678200093e-16
expPragFlip,false,1.7831775678200093e-16
alpha,9.5,5.060120068424352e-76
beta,0.05,5.060120068424352e-76
expPragFlip,true,5.060120068424352e-76
alpha,9.5,4.2781868823621025e-20
beta,0,4.2781868823621025e-20
expPragFlip,false,4.2781868823621025e-20
alpha,9.5,1.7920117070596048e-81
beta,0,1.7920117070596048e-81
expPragFlip,true,1.7920117070596048e-81
alpha,9.25,7.2466156563793865e-81
beta,1,7.2466156563793865e-81
expPragFlip,false,7.2466156563793865e-81
alpha,9.25,2.3278543729436584e-75
beta,1,2.3278543729436584e-75
expPragFlip,true,2.3278543729436584e-75
alpha,9.25,4.362677309282432e-73
beta,0.95,4.362677309282432e-73
expPragFlip,false,4.362677309282432e-73
alpha,9.25,2.904804982975845e-66
beta,0.95,2.904804982975845e-66
expPragFlip,true,2.904804982975845e-66
alpha,9.25,9.02826010189801e-66
beta,0.9,9.02826010189801e-66
expPragFlip,false,9.02826010189801e-66
alpha,9.25,1.637971807793189e-58
beta,0.9,1.637971807793189e-58
expPragFlip,true,1.637971807793189e-58
alpha,9.25,6.499590515923463e-59
beta,0.85,6.499590515923463e-59
expPragFlip,false,6.499590515923463e-59
alpha,9.25,6.168765017374498e-52
beta,0.85,6.168765017374498e-52
expPragFlip,true,6.168765017374498e-52
alpha,9.25,1.6535337195677392e-52
beta,0.8,1.6535337195677392e-52
expPragFlip,false,1.6535337195677392e-52
alpha,9.25,1.8822470655561827e-46
beta,0.8,1.8822470655561827e-46
expPragFlip,true,1.8822470655561827e-46
alpha,9.25,1.5108034459405078e-46
beta,0.75,1.5108034459405078e-46
expPragFlip,false,1.5108034459405078e-46
alpha,9.25,4.064947473538194e-42
beta,0.75,4.064947473538194e-42
expPragFlip,true,4.064947473538194e-42
alpha,9.25,5.022419316790348e-41
beta,0.7,5.022419316790348e-41
expPragFlip,false,5.022419316790348e-41
alpha,9.25,4.6963520853444474e-39
beta,0.7,4.6963520853444474e-39
expPragFlip,true,4.6963520853444474e-39
alpha,9.25,6.111960351841579e-36
beta,0.65,6.111960351841579e-36
expPragFlip,false,6.111960351841579e-36
alpha,9.25,2.9362644637905202e-37
beta,0.65,2.9362644637905202e-37
expPragFlip,true,2.9362644637905202e-37
alpha,9.25,2.711100715023288e-31
beta,0.6,2.711100715023288e-31
expPragFlip,false,2.711100715023288e-31
alpha,9.25,1.6445015457420652e-36
beta,0.6,1.6445015457420652e-36
expPragFlip,true,1.6445015457420652e-36
alpha,9.25,4.3054759309958155e-27
beta,0.55,4.3054759309958155e-27
expPragFlip,false,4.3054759309958155e-27
alpha,9.25,1.6730149340517065e-36
beta,0.55,1.6730149340517065e-36
expPragFlip,true,1.6730149340517065e-36
alpha,9.25,2.3649469227127844e-23
beta,0.5,2.3649469227127844e-23
expPragFlip,false,2.3649469227127844e-23
alpha,9.25,4.806921329103422e-37
beta,0.5,4.806921329103422e-37
expPragFlip,true,4.806921329103422e-37
alpha,9.25,4.258135281937254e-20
beta,0.45,4.258135281937254e-20
expPragFlip,false,4.258135281937254e-20
alpha,9.25,3.195758093955163e-38
beta,0.45,3.195758093955163e-38
expPragFlip,true,3.195758093955163e-38
alpha,9.25,2.331196438285294e-17
beta,0.4,2.331196438285294e-17
expPragFlip,false,2.331196438285294e-17
alpha,9.25,2.123243021689693e-40
beta,0.4,2.123243021689693e-40
expPragFlip,true,2.123243021689693e-40
alpha,9.25,3.5177530803309972e-15
beta,0.35,3.5177530803309972e-15
expPragFlip,false,3.5177530803309972e-15
alpha,9.25,8.335035583510285e-44
beta,0.35,8.335035583510285e-44
expPragFlip,true,8.335035583510285e-44
alpha,9.25,1.2954670584602353e-13
beta,0.3,1.2954670584602353e-13
expPragFlip,false,1.2954670584602353e-13
alpha,9.25,4.5198652718632264e-48
beta,0.3,4.5198652718632264e-48
expPragFlip,true,4.5198652718632264e-48
alpha,9.25,1.0080980432543472e-12
beta,0.25,1.0080980432543472e-12
expPragFlip,false,1.0080980432543472e-12
alpha,9.25,1.5040304631401782e-52
beta,0.25,1.5040304631401782e-52
expPragFlip,true,1.5040304631401782e-52
alpha,9.25,1.4085350778641742e-12
beta,0.2,1.4085350778641742e-12
expPragFlip,false,1.4085350778641742e-12
alpha,9.25,7.463870530475659e-57
beta,0.2,7.463870530475659e-57
expPragFlip,true,7.463870530475659e-57
alpha,9.25,2.9656423738502217e-13
beta,0.15,2.9656423738502217e-13
expPragFlip,false,2.9656423738502217e-13
alpha,9.25,5.757620026173337e-61
beta,0.15,5.757620026173337e-61
expPragFlip,true,5.757620026173337e-61
alpha,9.25,7.872811256267843e-15
beta,0.1,7.872811256267843e-15
expPragFlip,false,7.872811256267843e-15
alpha,9.25,3.995189513736681e-65
beta,0.1,3.995189513736681e-65
expPragFlip,true,3.995189513736681e-65
alpha,9.25,2.2232949614006654e-17
beta,0.05,2.2232949614006654e-17
expPragFlip,false,2.2232949614006654e-17
alpha,9.25,1.08754151564753e-69
beta,0.05,1.08754151564753e-69
expPragFlip,true,1.08754151564753e-69
alpha,9.25,5.7491447804177875e-21
beta,0,5.7491447804177875e-21
expPragFlip,false,5.7491447804177875e-21
alpha,9.25,5.335288183626266e-75
beta,0,5.335288183626266e-75
expPragFlip,true,5.335288183626266e-75
alpha,9,1.0024256462902689e-79
beta,1,1.0024256462902689e-79
expPragFlip,false,1.0024256462902689e-79
alpha,9,8.3944208328886e-71
beta,1,8.3944208328886e-71
expPragFlip,true,8.3944208328886e-71
alpha,9,3.847312655707839e-72
beta,0.95,3.847312655707839e-72
expPragFlip,false,3.847312655707839e-72
alpha,9,5.3092839992021175e-62
beta,0.95,5.3092839992021175e-62
expPragFlip,true,5.3092839992021175e-62
alpha,9,5.253093680210146e-65
beta,0.9,5.253093680210146e-65
expPragFlip,false,5.253093680210146e-65
alpha,9,1.7499056547979035e-54
beta,0.9,1.7499056547979035e-54
expPragFlip,true,1.7499056547979035e-54
alpha,9,2.5744658567142607e-58
beta,0.85,2.5744658567142607e-58
expPragFlip,false,2.5744658567142607e-58
alpha,9,4.2523245816148935e-48
beta,0.85,4.2523245816148935e-48
expPragFlip,true,4.2523245816148935e-48
alpha,9,4.582753049575098e-52
beta,0.8,4.582753049575098e-52
expPragFlip,false,4.582753049575098e-52
alpha,9,9.253548566413876e-43
beta,0.8,9.253548566413876e-43
expPragFlip,true,9.253548566413876e-43
alpha,9,2.9985738581979723e-46
beta,0.75,2.9985738581979723e-46
expPragFlip,false,2.9985738581979723e-46
alpha,9,1.6831013458309015e-38
beta,0.75,1.6831013458309015e-38
expPragFlip,true,1.6831013458309015e-38
alpha,9,7.274908056030813e-41
beta,0.7,7.274908056030813e-41
expPragFlip,false,7.274908056030813e-41
alpha,9,2.1044259881230573e-35
beta,0.7,2.1044259881230573e-35
expPragFlip,true,2.1044259881230573e-35
alpha,9,6.557903216474544e-36
beta,0.65,6.557903216474544e-36
expPragFlip,false,6.557903216474544e-36
alpha,9,1.8381379127550784e-33
beta,0.65,1.8381379127550784e-33
expPragFlip,true,1.8381379127550784e-33
alpha,9,2.1794297847861816e-31
beta,0.6,2.1794297847861816e-31
expPragFlip,false,2.1794297847861816e-31
alpha,9,1.68081312606831e-32
beta,0.6,1.68081312606831e-32
expPragFlip,true,1.68081312606831e-32
alpha,9,2.6157073599863095e-27
beta,0.55,2.6157073599863095e-27
expPragFlip,false,2.6157073599863095e-27
alpha,9,2.8852004915651216e-32
beta,0.55,2.8852004915651216e-32
expPragFlip,true,2.8852004915651216e-32
alpha,9,1.0933665078512002e-23
beta,0.5,1.0933665078512002e-23
expPragFlip,false,1.0933665078512002e-23
alpha,9,1.349045169534076e-32
beta,0.5,1.349045169534076e-32
expPragFlip,true,1.349045169534076e-32
alpha,9,1.5077639887296973e-20
beta,0.45,1.5077639887296973e-20
expPragFlip,false,1.5077639887296973e-20
alpha,9,1.4543417099556166e-33
beta,0.45,1.4543417099556166e-33
expPragFlip,true,1.4543417099556166e-33
alpha,9,6.369539319047054e-18
beta,0.4,6.369539319047054e-18
expPragFlip,false,6.369539319047054e-18
alpha,9,1.7901041748665774e-35
beta,0.4,1.7901041748665774e-35
expPragFlip,true,1.7901041748665774e-35
alpha,9,7.493985423590174e-16
beta,0.35,7.493985423590174e-16
expPragFlip,false,7.493985423590174e-16
alpha,9,1.5769552796965558e-38
beta,0.35,1.5769552796965558e-38
expPragFlip,true,1.5769552796965558e-38
alpha,9,2.1852124414376702e-14
beta,0.3,2.1852124414376702e-14
expPragFlip,false,2.1852124414376702e-14
alpha,9,1.9271982322702848e-42
beta,0.3,1.9271982322702848e-42
expPragFlip,true,1.9271982322702848e-42
alpha,9,1.3776051886207722e-13
beta,0.25,1.3776051886207722e-13
expPragFlip,false,1.3776051886207722e-13
alpha,9,1.180827835687271e-46
beta,0.25,1.180827835687271e-46
expPragFlip,true,1.180827835687271e-46
alpha,9,1.611178597447098e-13
beta,0.2,1.611178597447098e-13
expPragFlip,false,1.611178597447098e-13
alpha,9,8.432826775399814e-51
beta,0.2,8.432826775399814e-51
expPragFlip,true,8.432826775399814e-51
alpha,9,2.9687877474129267e-14
beta,0.15,2.9687877474129267e-14
expPragFlip,false,2.9687877474129267e-14
alpha,9,7.79380204152017e-55
beta,0.15,7.79380204152017e-55
expPragFlip,true,7.79380204152017e-55
alpha,9,7.305307409525575e-16
beta,0.1,7.305307409525575e-16
expPragFlip,false,7.305307409525575e-16
alpha,9,6.015972243852286e-59
beta,0.1,6.015972243852286e-59
expPragFlip,true,6.015972243852286e-59
alpha,9,2.051684500318112e-18
beta,0.05,2.051684500318112e-18
expPragFlip,false,2.051684500318112e-18
alpha,9,1.9233928628676516e-63
beta,0.05,1.9233928628676516e-63
expPragFlip,true,1.9233928628676516e-63
alpha,9,5.725465234907033e-22
beta,0,5.725465234907033e-22
expPragFlip,false,5.725465234907033e-22
alpha,9,1.309347766061305e-68
beta,0,1.309347766061305e-68
expPragFlip,true,1.309347766061305e-68
alpha,8.75,1.1070271321057108e-78
beta,1,1.1070271321057108e-78
expPragFlip,false,1.1070271321057108e-78
alpha,8.75,1.877050076954788e-66
beta,1,1.877050076954788e-66
expPragFlip,true,1.877050076954788e-66
alpha,8.75,2.69159706279297e-71
beta,0.95,2.69159706279297e-71
expPragFlip,false,2.69159706279297e-71
alpha,8.75,6.076693039604164e-58
beta,0.95,6.076693039604164e-58
expPragFlip,true,6.076693039604164e-58
alpha,8.75,2.407517760864026e-64
beta,0.9,2.407517760864026e-64
expPragFlip,false,2.407517760864026e-64
alpha,8.75,1.1885845457966334e-50
beta,0.9,1.1885845457966334e-50
expPragFlip,true,1.1885845457966334e-50
alpha,8.75,7.969139735069647e-58
beta,0.85,7.969139735069647e-58
expPragFlip,false,7.969139735069647e-58
alpha,8.75,1.911203271965854e-44
beta,0.85,1.911203271965854e-44
expPragFlip,true,1.911203271965854e-44
alpha,8.75,9.84240654273158e-52
beta,0.8,9.84240654273158e-52
expPragFlip,false,9.84240654273158e-52
alpha,8.75,3.064444279124471e-39
beta,0.8,3.064444279124471e-39
expPragFlip,true,3.064444279124471e-39
alpha,8.75,4.5715720396147456e-46
beta,0.75,4.5715720396147456e-46
expPragFlip,false,4.5715720396147456e-46
alpha,8.75,4.82288559330411e-35
beta,0.75,4.82288559330411e-35
expPragFlip,true,4.82288559330411e-35
alpha,8.75,8.022342545717212e-41
beta,0.7,8.022342545717212e-41
expPragFlip,false,8.022342545717212e-41
alpha,8.75,6.568682344439884e-32
beta,0.7,6.568682344439884e-32
expPragFlip,true,6.568682344439884e-32
alpha,8.75,5.309358049136999e-36
beta,0.65,5.309358049136999e-36
expPragFlip,false,5.309358049136999e-36
alpha,8.75,7.913364364134222e-30
beta,0.65,7.913364364134222e-30
expPragFlip,true,7.913364364134222e-30
alpha,8.75,1.31059342718174e-31
beta,0.6,1.31059342718174e-31
expPragFlip,false,1.31059342718174e-31
alpha,8.75,1.1619987839312163e-28
beta,0.6,1.1619987839312163e-28
expPragFlip,true,1.1619987839312163e-28
alpha,8.75,1.1789831199209764e-27
beta,0.55,1.1789831199209764e-27
expPragFlip,false,1.1789831199209764e-27
alpha,8.75,3.337884356925908e-28
beta,0.55,3.337884356925908e-28
expPragFlip,true,3.337884356925908e-28
alpha,8.75,3.7218698111434136e-24
beta,0.5,3.7218698111434136e-24
expPragFlip,false,3.7218698111434136e-24
alpha,8.75,2.5479270376884686e-28
beta,0.5,2.5479270376884686e-28
expPragFlip,true,2.5479270376884686e-28
alpha,8.75,3.9045820787581964e-21
beta,0.45,3.9045820787581964e-21
expPragFlip,false,3.9045820787581964e-21
alpha,8.75,4.4896969434171776e-29
beta,0.45,4.4896969434171776e-29
expPragFlip,true,4.4896969434171776e-29
alpha,8.75,1.2656595890254103e-18
beta,0.4,1.2656595890254103e-18
expPragFlip,false,1.2656595890254103e-18
alpha,8.75,1.018088174656637e-30
beta,0.4,1.018088174656637e-30
expPragFlip,true,1.018088174656637e-30
alpha,8.75,1.1560100395256487e-16
beta,0.35,1.1560100395256487e-16
expPragFlip,false,1.1560100395256487e-16
alpha,8.75,1.972025828442643e-33
beta,0.35,1.972025828442643e-33
expPragFlip,true,1.972025828442643e-33
alpha,8.75,2.6614603522804004e-15
beta,0.3,2.6614603522804004e-15
expPragFlip,false,2.6614603522804004e-15
alpha,8.75,5.409534198287331e-37
beta,0.3,5.409534198287331e-37
expPragFlip,true,5.409534198287331e-37
alpha,8.75,1.3574334793250632e-14
beta,0.25,1.3574334793250632e-14
expPragFlip,false,1.3574334793250632e-14
alpha,8.75,6.2476958094202e-41
beta,0.25,6.2476958094202e-41
expPragFlip,true,6.2476958094202e-41
alpha,8.75,1.3289484668879881e-14
beta,0.2,1.3289484668879881e-14
expPragFlip,false,1.3289484668879881e-14
alpha,8.75,6.673649115544752e-45
beta,0.2,6.673649115544752e-45
expPragFlip,true,6.673649115544752e-45
alpha,8.75,2.14544839851552e-15
beta,0.15,2.14544839851552e-15
expPragFlip,false,2.14544839851552e-15
alpha,8.75,7.713866922364528e-49
beta,0.15,7.713866922364528e-49
expPragFlip,true,7.713866922364528e-49
alpha,8.75,4.9022162405717636e-17
beta,0.1,4.9022162405717636e-17
expPragFlip,false,4.9022162405717636e-17
alpha,8.75,6.889998303427824e-53
beta,0.1,6.889998303427824e-53
expPragFlip,true,6.889998303427824e-53
alpha,8.75,1.371796473769481e-19
beta,0.05,1.371796473769481e-19
expPragFlip,false,1.371796473769481e-19
alpha,8.75,2.655391574293157e-57
beta,0.05,2.655391574293157e-57
expPragFlip,true,2.655391574293157e-57
alpha,8.75,4.13776960663808e-23
beta,0,4.13776960663808e-23
expPragFlip,false,4.13776960663808e-23
alpha,8.75,2.510484900255375e-62
beta,0,2.510484900255375e-62
expPragFlip,true,2.510484900255375e-62
alpha,8.5,9.59867182347889e-78
beta,1,9.59867182347889e-78
expPragFlip,false,9.59867182347889e-78
alpha,8.5,2.505992642450984e-62
beta,1,2.505992642450984e-62
expPragFlip,true,2.505992642450984e-62
alpha,8.5,1.468110715299937e-70
beta,0.95,1.468110715299937e-70
expPragFlip,false,1.468110715299937e-70
alpha,8.5,4.204864206089731e-54
beta,0.95,4.204864206089731e-54
expPragFlip,true,4.204864206089731e-54
alpha,8.5,8.534912746198313e-64
beta,0.9,8.534912746198313e-64
expPragFlip,false,8.534912746198313e-64
alpha,8.5,4.960990298012676e-47
beta,0.9,4.960990298012676e-47
expPragFlip,true,4.960990298012676e-47
alpha,8.5,1.891776390094757e-57
beta,0.85,1.891776390094757e-57
expPragFlip,false,1.891776390094757e-57
alpha,8.5,5.40844461659774e-41
beta,0.85,5.40844461659774e-41
expPragFlip,true,5.40844461659774e-41
alpha,8.5,1.6062916693065037e-51
beta,0.8,1.6062916693065037e-51
expPragFlip,false,1.6062916693065037e-51
alpha,8.5,6.5837505315515e-36
beta,0.8,6.5837505315515e-36
expPragFlip,true,6.5837505315515e-36
alpha,8.5,5.245947861090215e-46
beta,0.75,5.245947861090215e-46
expPragFlip,false,5.245947861090215e-46
alpha,8.5,9.182320836898618e-32
beta,0.75,9.182320836898618e-32
expPragFlip,true,9.182320836898618e-32
alpha,8.5,6.594491681990627e-41
beta,0.7,6.594491681990627e-41
expPragFlip,false,6.594491681990627e-41
alpha,8.5,1.3685293040421457e-28
beta,0.7,1.3685293040421457e-28
expPragFlip,true,1.3685293040421457e-28
alpha,8.5,3.1736418890423324e-36
beta,0.65,3.1736418890423324e-36
expPragFlip,false,3.1736418890423324e-36
alpha,8.5,2.2415213393768904e-26
beta,0.65,2.2415213393768904e-26
expPragFlip,true,2.2415213393768904e-26
alpha,8.5,5.764895513830384e-32
beta,0.6,5.764895513830384e-32
expPragFlip,false,5.764895513830384e-32
alpha,8.5,5.185211468833119e-25
beta,0.6,5.185211468833119e-25
expPragFlip,true,5.185211468833119e-25
alpha,8.5,3.853061096926359e-28
beta,0.55,3.853061096926359e-28
expPragFlip,false,3.853061096926359e-28
alpha,8.5,2.4639453473888765e-24
beta,0.55,2.4639453473888765e-24
expPragFlip,true,2.4639453473888765e-24
alpha,8.5,9.112540160744331e-25
beta,0.5,9.112540160744331e-25
expPragFlip,false,9.112540160744331e-25
alpha,8.5,3.0703808279927285e-24
beta,0.5,3.0703808279927285e-24
expPragFlip,true,3.0703808279927285e-24
alpha,8.5,7.221490086489314e-22
beta,0.45,7.221490086489314e-22
expPragFlip,false,7.221490086489314e-22
alpha,8.5,8.89031560304507e-25
beta,0.45,8.89031560304507e-25
expPragFlip,true,8.89031560304507e-25
alpha,8.5,1.7856382593256716e-19
beta,0.4,1.7856382593256716e-19
expPragFlip,false,1.7856382593256716e-19
alpha,8.5,3.690466601707207e-26
beta,0.4,3.690466601707207e-26
expPragFlip,true,3.690466601707207e-26
alpha,8.5,1.2605331828893953e-17
beta,0.35,1.2605331828893953e-17
expPragFlip,false,1.2605331828893953e-17
alpha,8.5,1.5394137337256095e-28
beta,0.35,1.5394137337256095e-28
expPragFlip,true,1.5394137337256095e-28
alpha,8.5,2.284796971758559e-16
beta,0.3,2.284796971758559e-16
expPragFlip,false,2.284796971758559e-16
alpha,8.5,9.409681471142939e-32
beta,0.3,9.409681471142939e-32
expPragFlip,true,9.409681471142939e-32
alpha,8.5,9.415911692733234e-16
beta,0.25,9.415911692733234e-16
expPragFlip,false,9.415911692733234e-16
alpha,8.5,2.090482927350956e-35
beta,0.25,2.090482927350956e-35
expPragFlip,true,2.090482927350956e-35
alpha,8.5,7.7179679485569005e-16
beta,0.2,7.7179679485569005e-16
expPragFlip,false,7.7179679485569005e-16
alpha,8.5,3.468551000819641e-39
beta,0.2,3.468551000819641e-39
expPragFlip,true,3.468551000819641e-39
alpha,8.5,1.0931068759473319e-16
beta,0.15,1.0931068759473319e-16
expPragFlip,false,1.0931068759473319e-16
alpha,8.5,5.235372236008109e-43
beta,0.15,5.235372236008109e-43
expPragFlip,true,5.235372236008109e-43
alpha,8.5,2.323931430522674e-18
beta,0.1,2.323931430522674e-18
expPragFlip,false,2.323931430522674e-18
alpha,8.5,5.628305136025075e-47
beta,0.1,5.628305136025075e-47
expPragFlip,true,5.628305136025075e-47
alpha,8.5,6.493676290415791e-21
beta,0.05,6.493676290415791e-21
expPragFlip,false,6.493676290415791e-21
alpha,8.5,2.681238888700094e-51
beta,0.05,2.681238888700094e-51
expPragFlip,true,2.681238888700094e-51
alpha,8.5,2.121146868879261e-24
beta,0,2.121146868879261e-24
expPragFlip,false,2.121146868879261e-24
alpha,8.5,3.5200115072467926e-56
beta,0,3.5200115072467926e-56
expPragFlip,true,3.5200115072467926e-56
alpha,8.25,6.414138263509855e-77
beta,1,6.414138263509855e-77
expPragFlip,false,6.414138263509855e-77
alpha,8.25,1.9083114039193765e-58
beta,1,1.9083114039193765e-58
expPragFlip,true,1.9083114039193765e-58
alpha,8.25,6.12331278388498e-70
beta,0.95,6.12331278388498e-70
expPragFlip,false,6.12331278388498e-70
alpha,8.25,1.6847122270745701e-50
beta,0.95,1.6847122270745701e-50
expPragFlip,true,1.6847122270745701e-50
alpha,8.25,2.2937026373693689e-63
beta,0.9,2.2937026373693689e-63
expPragFlip,false,2.2937026373693689e-63
alpha,8.25,1.2197950082559549e-43
beta,0.9,1.2197950082559549e-43
expPragFlip,true,1.2197950082559549e-43
alpha,8.25,3.3724345906373534e-57
beta,0.85,3.3724345906373534e-57
expPragFlip,false,3.3724345906373534e-57
alpha,8.25,9.228878583839405e-38
beta,0.85,9.228878583839405e-38
expPragFlip,true,9.228878583839405e-38
alpha,8.25,1.949061349834801e-51
beta,0.8,1.949061349834801e-51
expPragFlip,false,1.949061349834801e-51
alpha,8.25,8.764091432801834e-33
beta,0.8,8.764091432801834e-33
expPragFlip,true,8.764091432801834e-33
alpha,8.25,4.4296844991722475e-46
beta,0.75,4.4296844991722475e-46
expPragFlip,false,4.4296844991722475e-46
alpha,8.25,1.1058738451434056e-28
beta,0.75,1.1058738451434056e-28
expPragFlip,true,1.1058738451434056e-28
alpha,8.25,3.947436651093188e-41
beta,0.7,3.947436651093188e-41
expPragFlip,false,3.947436651093188e-41
alpha,8.25,1.8080807657462908e-25
beta,0.7,1.8080807657462908e-25
expPragFlip,true,1.8080807657462908e-25
alpha,8.25,1.3672392830692245e-36
beta,0.65,1.3672392830692245e-36
expPragFlip,false,1.3672392830692245e-36
alpha,8.25,3.9625553579627836e-23
beta,0.65,3.9625553579627836e-23
expPragFlip,true,3.9625553579627836e-23
alpha,8.25,1.809504041397994e-32
beta,0.6,1.809504041397994e-32
expPragFlip,false,1.809504041397994e-32
alpha,8.25,1.4127760979764697e-21
beta,0.6,1.4127760979764697e-21
expPragFlip,true,1.4127760979764697e-21
alpha,8.25,8.90194228360014e-29
beta,0.55,8.90194228360014e-29
expPragFlip,false,8.90194228360014e-29
alpha,8.25,1.0937806169622015e-20
beta,0.55,1.0937806169622015e-20
expPragFlip,true,1.0937806169622015e-20
alpha,8.25,1.563882188404079e-25
beta,0.5,1.563882188404079e-25
expPragFlip,false,1.563882188404079e-25
alpha,8.25,2.2164711295673274e-20
beta,0.5,2.2164711295673274e-20
expPragFlip,true,2.2164711295673274e-20
alpha,8.25,9.292881979425474e-23
beta,0.45,9.292881979425474e-23
expPragFlip,false,9.292881979425474e-23
alpha,8.25,1.0567227137094442e-20
beta,0.45,1.0567227137094442e-20
expPragFlip,true,1.0567227137094442e-20
alpha,8.25,1.7422514728374766e-20
beta,0.4,1.7422514728374766e-20
expPragFlip,false,1.7422514728374766e-20
alpha,8.25,7.967771978276492e-22
beta,0.4,7.967771978276492e-22
expPragFlip,true,7.967771978276492e-22
alpha,8.25,9.463033560825229e-19
beta,0.35,9.463033560825229e-19
expPragFlip,false,9.463033560825229e-19
alpha,8.25,7.004396846305644e-24
beta,0.35,7.004396846305644e-24
expPragFlip,true,7.004396846305644e-24
alpha,8.25,1.346571541438746e-17
beta,0.3,1.346571541438746e-17
expPragFlip,false,1.346571541438746e-17
alpha,8.25,9.437958160888172e-27
beta,0.3,9.437958160888172e-27
expPragFlip,true,9.437958160888172e-27
alpha,8.25,4.478787962150581e-17
beta,0.25,4.478787962150581e-17
expPragFlip,false,4.478787962150581e-17
alpha,8.25,4.0996738895874135e-30
beta,0.25,4.0996738895874135e-30
