parameter,value,MCMCprob
alpha,15.5,-541.0768935054384
beta,1,-541.0768935054384
modelType,pragmatic,-541.0768935054384
alpha,15.5,-295.3226084282358
beta,1,-295.3226084282358
modelType,explicit,-295.3226084282358
alpha,15.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.5,-470.96814808362495
beta,0.9,-470.96814808362495
modelType,pragmatic,-470.96814808362495
alpha,15.5,-241.01452125718293
beta,0.9,-241.01452125718293
modelType,explicit,-241.01452125718293
alpha,15.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.5,-403.6885134738626
beta,0.8,-403.6885134738626
modelType,pragmatic,-403.6885134738626
alpha,15.5,-194.69767856890286
beta,0.8,-194.69767856890286
modelType,explicit,-194.69767856890286
alpha,15.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.5,-363.28299092167293
beta,0.7,-363.28299092167293
modelType,pragmatic,-363.28299092167293
alpha,15.5,-155.04701179320216
beta,0.7,-155.04701179320216
modelType,explicit,-155.04701179320216
alpha,15.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.5,-379.0428390071136
beta,0.6,-379.0428390071136
modelType,pragmatic,-379.0428390071136
alpha,15.5,-120.91903030757084
beta,0.6,-120.91903030757084
modelType,explicit,-120.91903030757084
alpha,15.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.5,-399.8707058736438
beta,0.5,-399.8707058736438
modelType,pragmatic,-399.8707058736438
alpha,15.5,-91.65074687527198
beta,0.5,-91.65074687527198
modelType,explicit,-91.65074687527198
alpha,15.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.5,-436.17015152046815
beta,0.4,-436.17015152046815
modelType,pragmatic,-436.17015152046815
alpha,15.5,-67.14744848982208
beta,0.4,-67.14744848982208
modelType,explicit,-67.14744848982208
alpha,15.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.5,-492.70433045747546
beta,0.3,-492.70433045747546
modelType,pragmatic,-492.70433045747546
alpha,15.5,-48.08630126166435
beta,0.3,-48.08630126166435
modelType,explicit,-48.08630126166435
alpha,15.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.5,-520.1792309664222
beta,0.2,-520.1792309664222
modelType,pragmatic,-520.1792309664222
alpha,15.5,-36.382485808517465
beta,0.2,-36.382485808517465
modelType,explicit,-36.382485808517465
alpha,15.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.5,-527.4983369553959
beta,0.1,-527.4983369553959
modelType,pragmatic,-527.4983369553959
alpha,15.5,-35.75427035160124
beta,0.1,-35.75427035160124
modelType,explicit,-35.75427035160124
alpha,15.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.5,-551.4154208705504
beta,0,-551.4154208705504
modelType,pragmatic,-551.4154208705504
alpha,15.5,-51.31742448299179
beta,0,-51.31742448299179
modelType,explicit,-51.31742448299179
alpha,15.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.4,-534.0064621732076
beta,1,-534.0064621732076
modelType,pragmatic,-534.0064621732076
alpha,15.4,-293.1224841937861
beta,1,-293.1224841937861
modelType,explicit,-293.1224841937861
alpha,15.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.4,-464.35571193665254
beta,0.9,-464.35571193665254
modelType,pragmatic,-464.35571193665254
alpha,15.4,-239.11249327833053
beta,0.9,-239.11249327833053
modelType,explicit,-239.11249327833053
alpha,15.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.4,-397.88061300778196
beta,0.8,-397.88061300778196
modelType,pragmatic,-397.88061300778196
alpha,15.4,-193.02707203920386
beta,0.8,-193.02707203920386
modelType,explicit,-193.02707203920386
alpha,15.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.4,-358.2309286697996
beta,0.7,-358.2309286697996
modelType,pragmatic,-358.2309286697996
alpha,15.4,-153.5666522335231
beta,0.7,-153.5666522335231
modelType,explicit,-153.5666522335231
alpha,15.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.4,-373.7336125078758
beta,0.6,-373.7336125078758
modelType,pragmatic,-373.7336125078758
alpha,15.4,-119.60617361852712
beta,0.6,-119.60617361852712
modelType,explicit,-119.60617361852712
alpha,15.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.4,-394.3613911621067
beta,0.5,-394.3613911621067
modelType,pragmatic,-394.3613911621067
alpha,15.4,-90.49374144367766
beta,0.5,-90.49374144367766
modelType,explicit,-90.49374144367766
alpha,15.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.4,-430.1082167688848
beta,0.4,-430.1082167688848
modelType,pragmatic,-430.1082167688848
alpha,15.4,-66.14247751698656
beta,0.4,-66.14247751698656
modelType,explicit,-66.14247751698656
alpha,15.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.4,-486.16270350209305
beta,0.3,-486.16270350209305
modelType,pragmatic,-486.16270350209305
alpha,15.4,-47.234124205814915
beta,0.3,-47.234124205814915
modelType,explicit,-47.234124205814915
alpha,15.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.4,-513.7014859647338
beta,0.2,-513.7014859647338
modelType,pragmatic,-513.7014859647338
alpha,15.4,-35.67706051424716
beta,0.2,-35.67706051424716
modelType,explicit,-35.67706051424716
alpha,15.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.4,-521.3842611499217
beta,0.1,-521.3842611499217
modelType,pragmatic,-521.3842611499217
alpha,15.4,-35.151410685813175
beta,0.1,-35.151410685813175
modelType,explicit,-35.151410685813175
alpha,15.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.4,-545.46416334787
beta,0,-545.46416334787
modelType,pragmatic,-545.46416334787
alpha,15.4,-50.693625693984416
beta,0,-50.693625693984416
modelType,explicit,-50.693625693984416
alpha,15.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.3,-526.962270289374
beta,1,-526.962270289374
modelType,pragmatic,-526.962270289374
alpha,15.3,-290.9314749713606
beta,1,-290.9314749713606
modelType,explicit,-290.9314749713606
alpha,15.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.3,-457.77181388914113
beta,0.9,-457.77181388914113
modelType,pragmatic,-457.77181388914113
alpha,15.3,-237.219793078294
beta,0.9,-237.219793078294
modelType,explicit,-237.219793078294
alpha,15.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.3,-392.1019431493667
beta,0.8,-392.1019431493667
modelType,pragmatic,-392.1019431493667
alpha,15.3,-191.36611709387125
beta,0.8,-191.36611709387125
modelType,explicit,-191.36611709387125
alpha,15.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.3,-353.1964624465947
beta,0.7,-353.1964624465947
modelType,pragmatic,-353.1964624465947
alpha,15.3,-152.09617916339892
beta,0.7,-152.09617916339892
modelType,explicit,-152.09617916339892
alpha,15.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.3,-368.43587980032413
beta,0.6,-368.43587980032413
modelType,pragmatic,-368.43587980032413
alpha,15.3,-118.3033691490865
beta,0.6,-118.3033691490865
modelType,explicit,-118.3033691490865
alpha,15.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.3,-388.8600519172332
beta,0.5,-388.8600519172332
modelType,pragmatic,-388.8600519172332
alpha,15.3,-89.34697197690231
beta,0.5,-89.34697197690231
modelType,explicit,-89.34697197690231
alpha,15.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.3,-424.0592671671137
beta,0.4,-424.0592671671137
modelType,pragmatic,-424.0592671671137
alpha,15.3,-65.1479795186151
beta,0.4,-65.1479795186151
modelType,explicit,-65.1479795186151
alpha,15.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.3,-479.6274559143448
beta,0.3,-479.6274559143448
modelType,pragmatic,-479.6274559143448
alpha,15.3,-46.392633266662244
beta,0.3,-46.392633266662244
modelType,explicit,-46.392633266662244
alpha,15.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.3,-507.2260295439451
beta,0.2,-507.2260295439451
modelType,pragmatic,-507.2260295439451
alpha,15.3,-34.98229191401748
beta,0.2,-34.98229191401748
modelType,explicit,-34.98229191401748
alpha,15.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.3,-515.2693685200481
beta,0.1,-515.2693685200481
modelType,pragmatic,-515.2693685200481
alpha,15.3,-34.55882956756852
beta,0.1,-34.55882956756852
modelType,explicit,-34.55882956756852
alpha,15.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.3,-539.5061521229894
beta,0,-539.5061521229894
modelType,pragmatic,-539.5061521229894
alpha,15.3,-50.08000733882574
beta,0,-50.08000733882574
modelType,explicit,-50.08000733882574
alpha,15.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.2,-519.9448122773101
beta,1,-519.9448122773101
modelType,pragmatic,-519.9448122773101
alpha,15.2,-288.7497412245909
beta,1,-288.7497412245909
modelType,explicit,-288.7497412245909
alpha,15.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.2,-451.2169253265171
beta,0.9,-451.2169253265171
modelType,pragmatic,-451.2169253265171
alpha,15.2,-235.3365873382256
beta,0.9,-235.3365873382256
modelType,explicit,-235.3365873382256
alpha,15.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.2,-386.3527070275284
beta,0.8,-386.3527070275284
modelType,pragmatic,-386.3527070275284
alpha,15.2,-189.71499037222992
beta,0.8,-189.71499037222992
modelType,explicit,-189.71499037222992
alpha,15.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.2,-348.17962150157956
beta,0.7,-348.17962150157956
modelType,pragmatic,-348.17962150157956
alpha,15.2,-150.63578237320576
beta,0.7,-150.63578237320576
modelType,explicit,-150.63578237320576
alpha,15.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.2,-363.1498368219048
beta,0.6,-363.1498368219048
modelType,pragmatic,-363.1498368219048
alpha,15.2,-117.01082070475888
beta,0.6,-117.01082070475888
modelType,explicit,-117.01082070475888
alpha,15.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.2,-383.3668493376439
beta,0.5,-383.3668493376439
modelType,pragmatic,-383.3668493376439
alpha,15.2,-88.21065610722093
beta,0.5,-88.21065610722093
modelType,explicit,-88.21065610722093
alpha,15.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.2,-418.0234525664563
beta,0.4,-418.0234525664563
modelType,pragmatic,-418.0234525664563
alpha,15.2,-64.1641845297238
beta,0.4,-64.1641845297238
modelType,explicit,-64.1641845297238
alpha,15.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.2,-473.09873339961075
beta,0.3,-473.09873339961075
modelType,pragmatic,-473.09873339961075
alpha,15.2,-45.562066898693054
beta,0.3,-45.562066898693054
modelType,explicit,-45.562066898693054
alpha,15.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.2,-500.75295668833775
beta,0.2,-500.75295668833775
modelType,pragmatic,-500.75295668833775
alpha,15.2,-34.29842154705949
beta,0.2,-34.29842154705949
modelType,explicit,-34.29842154705949
alpha,15.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.2,-509.1536622660987
beta,0.1,-509.1536622660987
modelType,pragmatic,-509.1536622660987
alpha,15.2,-33.97677114552363
beta,0.1,-33.97677114552363
modelType,explicit,-33.97677114552363
alpha,15.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.2,-533.5413723454642
beta,0,-533.5413723454642
modelType,pragmatic,-533.5413723454642
alpha,15.2,-49.47681771322311
beta,0,-49.47681771322311
modelType,explicit,-49.47681771322311
alpha,15.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.1,-512.954589995871
beta,1,-512.954589995871
modelType,pragmatic,-512.954589995871
alpha,15.1,-286.57744711384595
beta,1,-286.57744711384595
modelType,explicit,-286.57744711384595
alpha,15.1,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.1,-444.6915249101806
beta,0.9,-444.6915249101806
modelType,pragmatic,-444.6915249101806
alpha,15.1,-233.46304669557475
beta,0.9,-233.46304669557475
modelType,explicit,-233.46304669557475
alpha,15.1,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.1,-380.63310489478914
beta,0.8,-380.63310489478914
modelType,pragmatic,-380.63310489478914
alpha,15.1,-188.0738727852953
beta,0.8,-188.0738727852953
modelType,explicit,-188.0738727852953
alpha,15.1,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.1,-343.18044062089405
beta,0.7,-343.18044062089405
modelType,pragmatic,-343.18044062089405
alpha,15.1,-149.18565633206123
beta,0.7,-149.18565633206123
modelType,explicit,-149.18565633206123
alpha,15.1,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.1,-357.875685123394
beta,0.6,-357.875685123394
modelType,pragmatic,-357.875685123394
alpha,15.1,-115.72873723603203
beta,0.6,-115.72873723603203
modelType,explicit,-115.72873723603203
alpha,15.1,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.1,-377.88195140042865
beta,0.5,-377.88195140042865
modelType,pragmatic,-377.88195140042865
alpha,15.1,-87.08501706455479
beta,0.5,-87.08501706455479
modelType,explicit,-87.08501706455479
alpha,15.1,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.1,-412.0009229219166
beta,0.4,-412.0009229219166
modelType,pragmatic,-412.0009229219166
alpha,15.1,-63.19132855241248
beta,0.4,-63.19132855241248
modelType,explicit,-63.19132855241248
alpha,15.1,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.1,-466.5766878107117
beta,0.3,-466.5766878107117
modelType,pragmatic,-466.5766878107117
alpha,15.1,-44.74266976721993
beta,0.3,-44.74266976721993
modelType,explicit,-44.74266976721993
alpha,15.1,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.1,-494.28236745784625
beta,0.2,-494.28236745784625
modelType,pragmatic,-494.28236745784625
alpha,15.1,-33.625697328051274
beta,0.2,-33.625697328051274
modelType,explicit,-33.625697328051274
alpha,15.1,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.1,-503.03714837226886
beta,0.1,-503.03714837226886
modelType,pragmatic,-503.03714837226886
alpha,15.1,-33.405486080812295
beta,0.1,-33.405486080812295
modelType,explicit,-33.405486080812295
alpha,15.1,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.1,-527.5698130171861
beta,0,-527.5698130171861
modelType,pragmatic,-527.5698130171861
alpha,15.1,-48.88431159776917
beta,0,-48.88431159776917
modelType,explicit,-48.88431159776917
alpha,15.1,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15,-505.99211273494706
beta,1,-505.99211273494706
modelType,pragmatic,-505.99211273494706
alpha,15,-284.41476059985706
beta,1,-284.41476059985706
modelType,explicit,-284.41476059985706
alpha,15,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15,-438.1960984691404
beta,0.9,-438.1960984691404
modelType,pragmatic,-438.1960984691404
alpha,15,-231.59934585846278
beta,0.9,-231.59934585846278
modelType,explicit,-231.59934585846278
alpha,15,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15,-374.94333417594595
beta,0.8,-374.94333417594595
modelType,pragmatic,-374.94333417594595
alpha,15,-186.44294964196757
beta,0.8,-186.44294964196757
modelType,explicit,-186.44294964196757
alpha,15,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15,-338.19896039751325
beta,0.7,-338.19896039751325
modelType,pragmatic,-338.19896039751325
alpha,15,-147.74600032705843
beta,0.7,-147.74600032705843
modelType,explicit,-147.74600032705843
alpha,15,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15,-352.6136320443325
beta,0.6,-352.6136320443325
modelType,pragmatic,-352.6136320443325
alpha,15,-114.45733299138737
beta,0.6,-114.45733299138737
modelType,explicit,-114.45733299138737
alpha,15,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15,-372.4055330760423
beta,0.5,-372.4055330760423
modelType,pragmatic,-372.4055330760423
alpha,15,-85.97028384152965
beta,0.5,-85.97028384152965
modelType,explicit,-85.97028384152965
alpha,15,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15,-405.99182836464735
beta,0.4,-405.99182836464735
modelType,pragmatic,-405.99182836464735
alpha,15,-62.229653729075096
beta,0.4,-62.229653729075096
modelType,explicit,-62.229653729075096
alpha,15,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15,-460.0614774903717
beta,0.3,-460.0614774903717
modelType,pragmatic,-460.0614774903717
alpha,15,-43.93469292599816
beta,0.3,-43.93469292599816
modelType,explicit,-43.93469292599816
alpha,15,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15,-487.81436719987096
beta,0.2,-487.81436719987096
modelType,pragmatic,-487.81436719987096
alpha,15,-32.96437372719197
beta,0.2,-32.96437372719197
modelType,explicit,-32.96437372719197
alpha,15,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15,-496.9198357877341
beta,0.1,-496.9198357877341
modelType,pragmatic,-496.9198357877341
alpha,15,-32.84523172576456
beta,0.1,-32.84523172576456
modelType,explicit,-32.84523172576456
alpha,15,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15,-521.5914672131078
beta,0,-521.5914672131078
modelType,pragmatic,-521.5914672131078
alpha,15,-48.30275042977553
beta,0,-48.30275042977553
modelType,explicit,-48.30275042977553
alpha,15,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,14.9,-499.0578971924187
beta,1,-499.0578971924187
modelType,pragmatic,-499.0578971924187
alpha,14.9,-282.26185355085994
beta,1,-282.26185355085994
modelType,explicit,-282.26185355085994
alpha,14.9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,14.9,-431.7311388665165
beta,0.9,-431.7311388665165
modelType,pragmatic,-431.7311388665165
alpha,14.9,-229.74566372405113
beta,0.9,-229.74566372405113
modelType,explicit,-229.74566372405113
alpha,14.9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,14.9,-369.2835895431071
beta,0.8,-369.2835895431071
modelType,pragmatic,-369.2835895431071
alpha,14.9,-184.82241077968678
beta,0.8,-184.82241077968678
modelType,explicit,-184.82241077968678
alpha,14.9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,14.9,-333.2352275078951
beta,0.7,-333.2352275078951
modelType,pragmatic,-333.2352275078951
alpha,14.9,-146.31701860741424
beta,0.7,-146.31701860741424
modelType,explicit,-146.31701860741424
alpha,14.9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,14.9,-347.3638908979206
beta,0.6,-347.3638908979206
modelType,pragmatic,-347.3638908979206
alpha,14.9,-113.19682767560391
beta,0.6,-113.19682767560391
modelType,explicit,-113.19682767560391
alpha,14.9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,14.9,-366.9377765521422
beta,0.5,-366.9377765521422
modelType,pragmatic,-366.9377765521422
alpha,14.9,-84.86669136407876
beta,0.5,-84.86669136407876
modelType,explicit,-84.86669136407876
alpha,14.9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,14.9,-399.99631930262086
beta,0.4,-399.99631930262086
modelType,pragmatic,-399.99631930262086
alpha,14.9,-61.27940852122771
beta,0.4,-61.27940852122771
modelType,explicit,-61.27940852122771
