parameter,value,MCMCprob
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.7,-104.40213051361378
beta,0.7,-104.40213051361378
modelType,pragmatic,-104.40213051361378
alpha,9.7,-94.30052770671348
beta,0.7,-94.30052770671348
modelType,explicit,-94.30052770671348
alpha,9.7,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.7,-100.08982598007759
beta,0.6,-100.08982598007759
modelType,pragmatic,-100.08982598007759
alpha,9.7,-70.87164352096681
beta,0.6,-70.87164352096681
modelType,explicit,-70.87164352096681
alpha,9.7,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.7,-103.13340718819182
beta,0.5,-103.13340718819182
modelType,pragmatic,-103.13340718819182
alpha,9.7,-51.62854862176221
beta,0.5,-51.62854862176221
modelType,explicit,-51.62854862176221
alpha,9.7,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.7,-112.82546967297702
beta,0.4,-112.82546967297702
modelType,pragmatic,-112.82546967297702
alpha,9.7,-36.91000939754838
beta,0.4,-36.91000939754838
modelType,explicit,-36.91000939754838
alpha,9.7,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.7,-133.45898086868237
beta,0.3,-133.45898086868237
modelType,pragmatic,-133.45898086868237
alpha,9.7,-27.436623046786682
beta,0.3,-27.436623046786682
modelType,explicit,-27.436623046786682
alpha,9.7,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.7,-155.2716071991955
beta,0.2,-155.2716071991955
modelType,pragmatic,-155.2716071991955
alpha,9.7,-24.35499500017505
beta,0.2,-24.35499500017505
modelType,explicit,-24.35499500017505
alpha,9.7,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.7,-174.63148173408155
beta,0.1,-174.63148173408155
modelType,pragmatic,-174.63148173408155
alpha,9.7,-29.159097717613406
beta,0.1,-29.159097717613406
modelType,explicit,-29.159097717613406
alpha,9.7,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.7,-198.17491231419208
beta,0,-198.17491231419208
modelType,pragmatic,-198.17491231419208
alpha,9.7,-43.40919556275503
beta,0,-43.40919556275503
modelType,explicit,-43.40919556275503
alpha,9.7,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.6,-187.49750030389924
beta,1,-187.49750030389924
modelType,pragmatic,-187.49750030389924
alpha,9.6,-188.7707587632391
beta,1,-188.7707587632391
modelType,explicit,-188.7707587632391
alpha,9.6,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.6,-146.9671700655497
beta,0.9,-146.9671700655497
modelType,pragmatic,-146.9671700655497
alpha,9.6,-152.8199034924001
beta,0.9,-152.8199034924001
modelType,explicit,-152.8199034924001
alpha,9.6,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.6,-118.00690331353928
beta,0.8,-118.00690331353928
modelType,pragmatic,-118.00690331353928
alpha,9.6,-121.26766339035515
beta,0.8,-121.26766339035515
modelType,explicit,-121.26766339035515
alpha,9.6,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.6,-100.77900708645514
beta,0.7,-100.77900708645514
modelType,pragmatic,-100.77900708645514
alpha,9.6,-93.94700949530075
beta,0.7,-93.94700949530075
modelType,explicit,-93.94700949530075
alpha,9.6,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.6,-96.1170668722612
beta,0.6,-96.1170668722612
modelType,pragmatic,-96.1170668722612
alpha,9.6,-70.74049637167809
beta,0.6,-70.74049637167809
modelType,explicit,-70.74049637167809
alpha,9.6,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.6,-98.75917855791585
beta,0.5,-98.75917855791585
modelType,pragmatic,-98.75917855791585
alpha,9.6,-51.70664848579946
beta,0.5,-51.70664848579946
modelType,explicit,-51.70664848579946
alpha,9.6,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.6,-108.01581281369727
beta,0.4,-108.01581281369727
modelType,pragmatic,-108.01581281369727
alpha,9.6,-37.188854395709484
beta,0.4,-37.188854395709484
modelType,explicit,-37.188854395709484
alpha,9.6,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.6,-127.98475130623677
beta,0.3,-127.98475130623677
modelType,pragmatic,-127.98475130623677
alpha,9.6,-27.902569889748065
beta,0.3,-27.902569889748065
modelType,explicit,-27.902569889748065
alpha,9.6,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.6,-149.46217360221596
beta,0.2,-149.46217360221596
modelType,pragmatic,-149.46217360221596
alpha,9.6,-24.975020723124548
beta,0.2,-24.975020723124548
modelType,explicit,-24.975020723124548
alpha,9.6,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.6,-168.77429032592715
beta,0.1,-168.77429032592715
modelType,pragmatic,-168.77429032592715
alpha,9.6,-29.864807250389845
beta,0.1,-29.864807250389845
modelType,explicit,-29.864807250389845
alpha,9.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.6,-192.1467437065342
beta,0,-192.1467437065342
modelType,pragmatic,-192.1467437065342
alpha,9.6,-44.08886094632612
beta,0,-44.08886094632612
modelType,explicit,-44.08886094632612
alpha,9.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.5,-183.0025455155203
beta,1,-183.0025455155203
modelType,pragmatic,-183.0025455155203
alpha,9.5,-187.5801041458418
beta,1,-187.5801041458418
modelType,explicit,-187.5801041458418
alpha,9.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.5,-142.97239342215966
beta,0.9,-142.97239342215966
modelType,pragmatic,-142.97239342215966
alpha,9.5,-151.9676499919962
beta,0.9,-151.9676499919962
modelType,explicit,-151.9676499919962
alpha,9.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.5,-114.36497287009212
beta,0.8,-114.36497287009212
modelType,pragmatic,-114.36497287009212
alpha,9.5,-120.70219222696602
beta,0.8,-120.70219222696602
modelType,explicit,-120.70219222696602
alpha,9.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.5,-97.20139180066593
beta,0.7,-97.20139180066593
modelType,pragmatic,-97.20139180066593
alpha,9.5,-93.63025167707055
beta,0.7,-93.63025167707055
modelType,explicit,-93.63025167707055
alpha,9.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.5,-92.19308960811094
beta,0.6,-92.19308960811094
modelType,pragmatic,-92.19308960811094
alpha,9.5,-70.64844963945825
beta,0.6,-70.64844963945825
modelType,explicit,-70.64844963945825
alpha,9.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.5,-94.43261351141668
beta,0.5,-94.43261351141668
modelType,pragmatic,-94.43261351141668
alpha,9.5,-51.82600772476417
beta,0.5,-51.82600772476417
modelType,explicit,-51.82600772476417
alpha,9.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.5,-103.25278209829044
beta,0.4,-103.25278209829044
modelType,pragmatic,-103.25278209829044
alpha,9.5,-37.5107108889884
beta,0.4,-37.5107108889884
modelType,explicit,-37.5107108889884
alpha,9.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.5,-122.55979989911187
beta,0.3,-122.55979989911187
modelType,pragmatic,-122.55979989911187
alpha,9.5,-28.412608685602606
beta,0.3,-28.412608685602606
modelType,explicit,-28.412608685602606
alpha,9.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.5,-143.69151681423313
beta,0.2,-143.69151681423313
modelType,pragmatic,-143.69151681423313
alpha,9.5,-25.639397861660484
beta,0.2,-25.639397861660484
modelType,explicit,-25.639397861660484
alpha,9.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.5,-162.94339579821212
beta,0.1,-162.94339579821212
modelType,pragmatic,-162.94339579821212
alpha,9.5,-30.614528064779282
beta,0.1,-30.614528064779282
modelType,explicit,-30.614528064779282
alpha,9.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.5,-186.14005848723912
beta,0,-186.14005848723912
modelType,pragmatic,-186.14005848723912
alpha,9.5,-44.812177367868685
beta,0,-44.812177367868685
modelType,explicit,-44.812177367868685
alpha,9.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.4,-178.57486867315995
beta,1,-178.57486867315995
modelType,pragmatic,-178.57486867315995
alpha,9.4,-186.42088652301493
beta,1,-186.42088652301493
modelType,explicit,-186.42088652301493
alpha,9.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.4,-139.04209562528592
beta,0.9,-139.04209562528592
modelType,pragmatic,-139.04209562528592
alpha,9.4,-151.1485913647909
beta,0.9,-151.1485913647909
modelType,explicit,-151.1485913647909
alpha,9.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.4,-110.77719531607886
beta,0.8,-110.77719531607886
modelType,pragmatic,-110.77719531607886
alpha,9.4,-120.17210686256703
beta,0.8,-120.17210686256703
modelType,explicit,-120.17210686256703
alpha,9.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.4,-93.6710066733848
beta,0.7,-93.6710066733848
modelType,pragmatic,-93.6710066733848
alpha,9.4,-93.35129049774605
beta,0.7,-93.35129049774605
modelType,explicit,-93.35129049774605
alpha,9.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.4,-88.31983916200761
beta,0.6,-88.31983916200761
modelType,pragmatic,-88.31983916200761
alpha,9.4,-70.59661406661365
beta,0.6,-70.59661406661365
modelType,explicit,-70.59661406661365
alpha,9.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.4,-90.15592438154437
beta,0.5,-90.15592438154437
modelType,pragmatic,-90.15592438154437
alpha,9.4,-51.98779774004532
beta,0.5,-51.98779774004532
modelType,explicit,-51.98779774004532
alpha,9.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.4,-98.53864370309304
beta,0.4,-98.53864370309304
modelType,pragmatic,-98.53864370309304
alpha,9.4,-37.876788659835654
beta,0.4,-37.876788659835654
modelType,explicit,-37.876788659835654
alpha,9.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.4,-117.1865942890297
beta,0.3,-117.1865942890297
modelType,pragmatic,-117.1865942890297
alpha,9.4,-28.967963147115658
beta,0.3,-28.967963147115658
modelType,explicit,-28.967963147115658
alpha,9.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.4,-137.962118942203
beta,0.2,-137.962118942203
modelType,pragmatic,-137.962118942203
alpha,9.4,-26.34934538216425
beta,0.2,-26.34934538216425
modelType,explicit,-26.34934538216425
alpha,9.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.4,-157.14111940046115
beta,0.1,-157.14111940046115
modelType,pragmatic,-157.14111940046115
alpha,9.4,-31.409462776606006
beta,0.1,-31.409462776606006
modelType,explicit,-31.409462776606006
alpha,9.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.4,-180.15724782784486
beta,0,-180.15724782784486
modelType,pragmatic,-180.15724782784486
alpha,9.4,-45.58031944572793
beta,0,-45.58031944572793
modelType,explicit,-45.58031944572793
alpha,9.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.3,-174.21602743438666
beta,1,-174.21602743438666
modelType,pragmatic,-174.21602743438666
alpha,9.3,-185.2939512794349
beta,1,-185.2939512794349
modelType,explicit,-185.2939512794349
alpha,9.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.3,-135.17760400351833
beta,0.9,-135.17760400351833
modelType,pragmatic,-135.17760400351833
alpha,9.3,-150.36364535440697
beta,0.9,-150.36364535440697
modelType,explicit,-150.36364535440697
alpha,9.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.3,-107.24510414381245
beta,0.8,-107.24510414381245
modelType,pragmatic,-107.24510414381245
alpha,9.3,-119.67840256073845
beta,0.8,-119.67840256073845
modelType,explicit,-119.67840256073845
alpha,9.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.3,-90.18968852520027
beta,0.7,-90.18968852520027
modelType,pragmatic,-90.18968852520027
alpha,9.3,-93.11120167996336
beta,0.7,-93.11120167996336
modelType,explicit,-93.11120167996336
alpha,9.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.3,-84.49938140031942
beta,0.6,-84.49938140031942
modelType,pragmatic,-84.49938140031942
alpha,9.3,-70.58614147294486
beta,0.6,-70.58614147294486
modelType,explicit,-70.58614147294486
alpha,9.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.3,-85.93146421404778
beta,0.5,-85.93146421404778
modelType,pragmatic,-85.93146421404778
alpha,9.3,-52.193231774581996
beta,0.5,-52.193231774581996
modelType,explicit,-52.193231774581996
alpha,9.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.3,-93.87582408113241
beta,0.4,-93.87582408113241
modelType,pragmatic,-93.87582408113241
alpha,9.3,-38.2883392138333
beta,0.4,-38.2883392138333
modelType,explicit,-38.2883392138333
alpha,9.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.3,-111.86776328449095
beta,0.3,-111.86776328449095
modelType,pragmatic,-111.86776328449095
alpha,9.3,-29.5698979014349
beta,0.3,-29.5698979014349
modelType,explicit,-29.5698979014349
alpha,9.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.3,-132.27665100728098
beta,0.2,-132.27665100728098
modelType,pragmatic,-132.27665100728098
alpha,9.3,-27.10612193532467
beta,0.2,-27.10612193532467
modelType,explicit,-27.10612193532467
alpha,9.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.3,-151.36998509476297
beta,0.1,-151.36998509476297
modelType,pragmatic,-151.36998509476297
alpha,9.3,-32.25085217920497
beta,0.1,-32.25085217920497
modelType,explicit,-32.25085217920497
alpha,9.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.3,-174.20091092990106
beta,0,-174.20091092990106
modelType,pragmatic,-174.20091092990106
alpha,9.3,-46.39449841135587
beta,0,-46.39449841135587
modelType,explicit,-46.39449841135587
alpha,9.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.2,-169.9277007409813
beta,1,-169.9277007409813
modelType,pragmatic,-169.9277007409813
alpha,9.2,-184.20017707793198
beta,1,-184.20017707793198
modelType,explicit,-184.20017707793198
alpha,9.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.2,-131.38036089589363
beta,0.9,-131.38036089589363
modelType,pragmatic,-131.38036089589363
alpha,9.2,-149.61376609311418
beta,0.9,-149.61376609311418
modelType,explicit,-149.61376609311418
alpha,9.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.2,-103.7703531675004
beta,0.8,-103.7703531675004
modelType,pragmatic,-103.7703531675004
alpha,9.2,-119.22211379290566
beta,0.8,-119.22211379290566
modelType,explicit,-119.22211379290566
alpha,9.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.2,-86.75939884315734
beta,0.7,-86.75939884315734
modelType,pragmatic,-86.75939884315734
alpha,9.2,-92.91110245545389
beta,0.7,-92.91110245545389
modelType,explicit,-92.91110245545389
alpha,9.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.2,-80.73391294239235
beta,0.6,-80.73391294239235
modelType,pragmatic,-80.73391294239235
alpha,9.2,-70.61822678059798
beta,0.6,-70.61822678059798
modelType,explicit,-70.61822678059798
alpha,9.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.2,-81.76173751232075
beta,0.5,-81.76173751232075
modelType,pragmatic,-81.76173751232075
alpha,9.2,-52.4435668888961
beta,0.5,-52.4435668888961
modelType,explicit,-52.4435668888961
alpha,9.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.2,-89.26692212521942
beta,0.4,-89.26692212521942
modelType,pragmatic,-89.26692212521942
alpha,9.2,-38.746657682784644
beta,0.4,-38.746657682784644
modelType,explicit,-38.746657682784644
alpha,9.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.2,-106.60611016151705
beta,0.3,-106.60611016151705
modelType,pragmatic,-106.60611016151705
alpha,9.2,-30.219720313116568
beta,0.3,-30.219720313116568
modelType,explicit,-30.219720313116568
alpha,9.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.2,-126.63798877389206
beta,0.2,-126.63798877389206
modelType,pragmatic,-126.63798877389206
alpha,9.2,-27.911027601113688
beta,0.2,-27.911027601113688
modelType,explicit,-27.911027601113688
alpha,9.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.2,-145.63273771361685
beta,0.1,-145.63273771361685
modelType,pragmatic,-145.63273771361685
alpha,9.2,-33.139976919599356
beta,0.1,-33.139976919599356
modelType,explicit,-33.139976919599356
alpha,9.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.2,-168.27387385219401
beta,0,-168.27387385219401
modelType,pragmatic,-168.27387385219401
alpha,9.2,-47.255963731498355
beta,0,-47.255963731498355
modelType,explicit,-47.255963731498355
alpha,9.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9.1,-165.7116997208443
beta,1,-165.7116997208443
modelType,pragmatic,-165.7116997208443
alpha,9.1,-183.14047776767924
beta,1,-183.14047776767924
modelType,explicit,-183.14047776767924
alpha,9.1,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9.1,-127.65193573286518
beta,0.9,-127.65193573286518
modelType,pragmatic,-127.65193573286518
alpha,9.1,-148.89994614005235
beta,0.9,-148.89994614005235
modelType,explicit,-148.89994614005235
alpha,9.1,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9.1,-100.35472769006351
beta,0.8,-100.35472769006351
modelType,pragmatic,-100.35472769006351
alpha,9.1,-118.8043163683882
beta,0.8,-118.8043163683882
modelType,explicit,-118.8043163683882
alpha,9.1,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9.1,-83.38223462853085
beta,0.7,-83.38223462853085
modelType,pragmatic,-83.38223462853085
alpha,9.1,-92.7521537367175
beta,0.7,-92.7521537367175
modelType,explicit,-92.7521537367175
alpha,9.1,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9.1,-77.02577197260894
beta,0.6,-77.02577197260894
modelType,pragmatic,-77.02577197260894
alpha,9.1,-70.69411017433453
beta,0.6,-70.69411017433453
modelType,explicit,-70.69411017433453
alpha,9.1,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9.1,-77.64941189039354
beta,0.5,-77.64941189039354
modelType,pragmatic,-77.64941189039354
alpha,9.1,-52.740106067219926
beta,0.5,-52.740106067219926
modelType,explicit,-52.740106067219926
alpha,9.1,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9.1,-84.7147223584354
beta,0.4,-84.7147223584354
modelType,pragmatic,-84.7147223584354
alpha,9.1,-39.253084852911684
beta,0.4,-39.253084852911684
modelType,explicit,-39.253084852911684
alpha,9.1,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9.1,-101.40462718503721
beta,0.3,-101.40462718503721
modelType,pragmatic,-101.40462718503721
alpha,9.1,-30.918782428547217
beta,0.3,-30.918782428547217
modelType,explicit,-30.918782428547217
alpha,9.1,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9.1,-121.04922989988876
beta,0.2,-121.04922989988876
modelType,pragmatic,-121.04922989988876
alpha,9.1,-28.765405752865888
beta,0.2,-28.765405752865888
modelType,explicit,-28.765405752865888
alpha,9.1,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9.1,-139.93236266850357
beta,0.1,-139.93236266850357
modelType,pragmatic,-139.93236266850357
alpha,9.1,-34.078159292528994
beta,0.1,-34.078159292528994
modelType,explicit,-34.078159292528994
alpha,9.1,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9.1,-162.37920994557743
beta,0,-162.37920994557743
modelType,pragmatic,-162.37920994557743
alpha,9.1,-48.166004846812996
beta,0,-48.166004846812996
modelType,explicit,-48.166004846812996
alpha,9.1,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,9,-161.56997910616943
beta,1,-161.56997910616943
modelType,pragmatic,-161.56997910616943
alpha,9,-182.11580443958087
beta,1,-182.11580443958087
modelType,explicit,-182.11580443958087
alpha,9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,9,-123.9940379489513
beta,0.9,-123.9940379489513
modelType,pragmatic,-123.9940379489513
alpha,9,-148.22321867135156
beta,0.9,-148.22321867135156
modelType,explicit,-148.22321867135156
alpha,9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,9,-97.00015669419531
beta,0.8,-97.00015669419531
modelType,pragmatic,-97.00015669419531
alpha,9,-118.42612971783717
beta,0.8,-118.42612971783717
modelType,explicit,-118.42612971783717
alpha,9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,9,-80.06044031678243
beta,0.7,-80.06044031678243
modelType,pragmatic,-80.06044031678243
alpha,9,-92.63556244033487
beta,0.7,-92.63556244033487
modelType,explicit,-92.63556244033487
alpha,9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,9,-73.37745009808475
beta,0.6,-73.37745009808475
modelType,pragmatic,-73.37745009808475
alpha,9,-70.81507940905107
beta,0.6,-70.81507940905107
modelType,explicit,-70.81507940905107
alpha,9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,9,-73.59733071763821
beta,0.5,-73.59733071763821
modelType,pragmatic,-73.59733071763821
alpha,9,-53.08420046525914
beta,0.5,-53.08420046525914
modelType,explicit,-53.08420046525914
alpha,9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,9,-80.22220924059388
beta,0.4,-80.22220924059388
modelType,pragmatic,-80.22220924059388
alpha,9,-39.809009329535115
beta,0.4,-39.809009329535115
modelType,explicit,-39.809009329535115
alpha,9,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,9,-96.2665114528956
beta,0.3,-96.2665114528956
modelType,pragmatic,-96.2665114528956
alpha,9,-31.668483053103046
beta,0.3,-31.668483053103046
modelType,explicit,-31.668483053103046
alpha,9,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,9,-115.51371250580382
beta,0.2,-115.51371250580382
modelType,pragmatic,-115.51371250580382
alpha,9,-29.670645051849306
beta,0.2,-29.670645051849306
modelType,explicit,-29.670645051849306
alpha,9,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,9,-134.27210731594363
beta,0.1,-134.27210731594363
modelType,pragmatic,-134.27210731594363
alpha,9,-35.06676516372721
beta,0.1,-35.06676516372721
modelType,explicit,-35.06676516372721
alpha,9,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,9,-156.52026200108304
beta,0,-156.52026200108304
modelType,pragmatic,-156.52026200108304
alpha,9,-49.12595303820149
beta,0,-49.12595303820149
modelType,explicit,-49.12595303820149
alpha,9,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.9,-157.504649163051
beta,1,-157.504649163051
modelType,pragmatic,-157.504649163051
alpha,8.9,-181.1271476426163
beta,1,-181.1271476426163
modelType,explicit,-181.1271476426163
alpha,8.9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.9,-120.40853074939122
beta,0.9,-120.40853074939122
modelType,pragmatic,-120.40853074939122
alpha,8.9,-147.5846598360061
beta,0.9,-147.5846598360061
modelType,explicit,-147.5846598360061
alpha,8.9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.9,-93.70872612336393
beta,0.8,-93.70872612336393
modelType,pragmatic,-93.70872612336393
alpha,8.9,-118.08871934377169
beta,0.8,-118.08871934377169
modelType,explicit,-118.08871934377169
alpha,8.9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.9,-76.79642086117322
beta,0.7,-76.79642086117322
modelType,pragmatic,-76.79642086117322
alpha,8.9,-92.5625839753313
beta,0.7,-92.5625839753313
modelType,explicit,-92.5625839753313
alpha,8.9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,8.9,-69.79160535394863
beta,0.6,-69.79160535394863
modelType,pragmatic,-69.79160535394863
alpha,8.9,-70.98247227761601
beta,0.6,-70.98247227761601
modelType,explicit,-70.98247227761601
alpha,8.9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,8.9,-69.60852684651917
beta,0.5,-69.60852684651917
modelType,pragmatic,-69.60852684651917
alpha,8.9,-53.47725181237911
beta,0.5,-53.47725181237911
modelType,explicit,-53.47725181237911
alpha,8.9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,8.9,-75.79258268540667
beta,0.4,-75.79258268540667
modelType,pragmatic,-75.79258268540667
alpha,8.9,-40.41586985086684
beta,0.4,-40.41586985086684
modelType,explicit,-40.41586985086684
alpha,8.9,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,8.9,-91.19518217010778
beta,0.3,-91.19518217010778
modelType,pragmatic,-91.19518217010778
alpha,8.9,-32.47026997364395
beta,0.3,-32.47026997364395
modelType,explicit,-32.47026997364395
alpha,8.9,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,8.9,-110.03503526564629
beta,0.2,-110.03503526564629
modelType,pragmatic,-110.03503526564629
alpha,8.9,-30.62818158495202
beta,0.2,-30.62818158495202
modelType,explicit,-30.62818158495202
alpha,8.9,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,8.9,-128.65550408997825
beta,0.1,-128.65550408997825
modelType,pragmatic,-128.65550408997825
alpha,8.9,-36.107206035072586
beta,0.1,-36.107206035072586
modelType,explicit,-36.107206035072586
alpha,8.9,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,8.9,-150.70066621805597
beta,0,-150.70066621805597
modelType,pragmatic,-150.70066621805597
alpha,8.9,-50.137183433341534
beta,0,-50.137183433341534
modelType,explicit,-50.137183433341534
alpha,8.9,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,8.8,-153.51798812794488
beta,1,-153.51798812794488
modelType,pragmatic,-153.51798812794488
alpha,8.8,-180.17553977638113
beta,1,-180.17553977638113
modelType,explicit,-180.17553977638113
alpha,8.8,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,8.8,-116.89744575055204
beta,0.9,-116.89744575055204
modelType,pragmatic,-116.89744575055204
alpha,8.8,-146.98539129278979
beta,0.9,-146.98539129278979
modelType,explicit,-146.98539129278979
alpha,8.8,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,8.8,-90.48269331757791
beta,0.8,-90.48269331757791
modelType,pragmatic,-90.48269331757791
alpha,8.8,-117.79329945333978
beta,0.8,-117.79329945333978
modelType,explicit,-117.79329945333978
alpha,8.8,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,8.8,-73.59275607506771
beta,0.7,-73.59275607506771
modelType,pragmatic,-73.59275607506771
alpha,8.8,-92.5345249114049
