iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,sender,timeFromMessage,revealedObjs
full_sample,3218-4ef4770a-9606-432a-adf0-6fd03fee6785,1.546231932349e+12,4,catch,"[""7D""]","[""KD""]",,,,"[""7D""]"
full_sample,3218-4ef4770a-9606-432a-adf0-6fd03fee6785,1.546231956053e+12,5,baseline,"[""2D"",""5S""]","[""KS"",""JD""]",,,,"[""5S"",""2D""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546231969562e+12,0,overlap,"[""8S"",""3D""]","[""4H"",""3D""]",,,,"[""8S""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232008376e+12,1,overlap,"[""9C"",""10H""]","[""4D"",""10H""]",,,,"[""10H"",""4D""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232042354e+12,1,overlap,"[""9C"",""10H""]","[""4D"",""10H""]",,,,"[""9C""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232082909e+12,2,catch,"[""2D""]","[""JD""]",,,,"[""2D""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232123154e+12,3,baseline,"[""2C"",""KH""]","[""3H"",""AD""]",,,,"[""AD"",""3H""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232148678e+12,3,baseline,"[""2C"",""KH""]","[""3H"",""AD""]",,,,"[""KH""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232172354e+12,3,baseline,"[""2C"",""KH""]","[""3H"",""AD""]",,,,"[""2C""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232189998e+12,0,baseline,"[""6D"",""7D""]","[""9C"",""10D""]",,,,"[""7D"",""6D""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232216593e+12,1,overlap,"[""9S"",""QD""]","[""KS"",""QD""]",,,,"[""KS"",""QD""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232241273e+12,4,baseline,"[""2C"",""2D""]","[""9H"",""KH""]",,,,"[""2D""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232261701e+12,1,overlap,"[""9S"",""QD""]","[""KS"",""QD""]",,,,"[""9S""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232275418e+12,4,baseline,"[""2C"",""2D""]","[""9H"",""KH""]",,,,"[""2C""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.54623229815e+12,2,overlap,"[""9C"",""2C""]","[""7H"",""2C""]",,,,"[""7H"",""2C""]"
full_sample,3235-166ade3a-4706-4ea2-8147-96d3f8b2a2ff,1.546232303154e+12,5,catch,"[""4H""]","[""AD""]",,,,"[""4H""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232321616e+12,2,overlap,"[""9C"",""2C""]","[""7H"",""2C""]",,,,"[""9C""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232340353e+12,3,catch,"[""8S""]","[""2H""]",,,,"[""8S""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232368829e+12,4,catch,"[""9C""]","[""3C""]",,,,"[""3C""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232385665e+12,4,catch,"[""9C""]","[""3C""]",,,,"[""9C""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232411124e+12,5,baseline,"[""8S"",""10D""]","[""6C"",""QH""]",,,,"[""QH"",""8S""]"
full_sample,3322-ca67ce1c-7b46-418e-9583-8d3a4fcd3e62,1.546232434319e+12,5,baseline,"[""8S"",""10D""]","[""6C"",""QH""]",,,,"[""10D""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238910128e+12,0,catch,"[""2H""]","[""8C""]",,,,"[""6C"",""10H""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238918742e+12,0,catch,"[""2H""]","[""8C""]",,,,"[""2H""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238945448e+12,1,catch,"[""7C""]","[""AS""]",,,,"[""AS""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238953894e+12,1,catch,"[""7C""]","[""AS""]",,,,"[""7C""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238981788e+12,2,overlap,"[""5D"",""4C""]","[""QD"",""4C""]",,,,"[""5D""]"
testing,9100-ee30ae0c-9ea9-4f90-a8e4-57ea529c5824,1.546238989362e+12,2,overlap,"[""5D"",""4C""]","[""QD"",""4C""]",,,,"[""4C""]"
testing,9768-311d2e31-3f71-45d1-abdf-c416520907ab,1.546290644979e+12,0,catch,"[""6C""]","[""5S""]",,,,"[""5S""]"
testing,1906-9303478e-28e7-4f57-bb81-80b3834baae2,1.546290658546e+12,0,catch,"[""3S""]","[""AC""]",,,,"[""AS""]"
testing,5833-73f77778-fe5b-4b83-8cb7-36ff2f15f3f6,1.546290667028e+12,0,overlap,"[""9D"",""4H""]","[""JH"",""4H""]",,,,"[""JH"",""4H""]"
testing,1906-9303478e-28e7-4f57-bb81-80b3834baae2,1.546290682884e+12,0,catch,"[""3S""]","[""AC""]",,,,"[""3S""]"
testing,7820-59e41a7d-3468-4b71-bf21-11a53501d097,1.54629069323e+12,0,overlap,"[""2H"",""4D""]","[""QH"",""4D""]",,,,"[""4D"",""2H""]"
testing,5833-73f77778-fe5b-4b83-8cb7-36ff2f15f3f6,1.54629070685e+12,0,overlap,"[""9D"",""4H""]","[""JH"",""4H""]",,,,"[""9D""]"
testing,9768-311d2e31-3f71-45d1-abdf-c416520907ab,1.54629072381e+12,0,catch,"[""6C""]","[""5S""]",,,,"[""6C""]"
testing,9768-311d2e31-3f71-45d1-abdf-c416520907ab,1.546290735571e+12,1,overlap,"[""KD"",""KH""]","[""QC"",""KH""]",,,,"[""KH"",""KD""]"
testing,9768-311d2e31-3f71-45d1-abdf-c416520907ab,1.546290752644e+12,2,overlap,"[""5C"",""QH""]","[""3H"",""QH""]",,,,"[""QH"",""3H""]"
testing,5833-73f77778-fe5b-4b83-8cb7-36ff2f15f3f6,1.546290777909e+12,1,baseline,"[""AD"",""9H""]","[""10D"",""4S""]",,,,"[""10D"",""4S""]"
testing,7879-43d96f22-ef86-4c43-9cc7-c2a1670f58e9,1.546628812568e+12,0,overlap,"[""QS"",""6D""]","[""4D"",""6D""]",,,,"[""QS"",""6D""]"
testing,9944-d86b47b4-2aaf-4219-b878-a4b2147a33da,1.546628867239e+12,0,overlap,"[""6C"",""AC""]","[""JD"",""AC""]",,,,"[""JD"",""AC""]"
testing,9944-d86b47b4-2aaf-4219-b878-a4b2147a33da,1.546628894468e+12,0,overlap,"[""6C"",""AC""]","[""JD"",""AC""]",,,,"[""6C""]"
testing,0894-a8c09c43-0652-47c6-aaeb-54fa19c63013,1.546629132086e+12,0,overlap,"[""AC"",""5S""]","[""KC"",""5S""]",,,,"[""5S"",""AC""]"
testing,0894-a8c09c43-0652-47c6-aaeb-54fa19c63013,1.546629206013e+12,1,overlap,"[""JD"",""2H""]","[""7D"",""2H""]",,,,"[""JD"",""2H""]"
testing,5755-a1b13991-9ff7-4a91-81bc-b6eb63db796f,1.546629327495e+12,0,baseline,"[""9H"",""4C""]","[""5S"",""QS""]",,,,"[""4C"",""9H""]"
testing,9895-400e035a-99f9-4fb7-a0b4-1d6e2b7ffe15,1.546629775149e+12,0,overlap,"[""8S"",""AC""]","[""AD"",""AC""]",,,,"[""8S"",""AC""]"
testing,9644-daeb7673-6ae2-4c8b-b2eb-7b7cc8b72a8a,1.546630779914e+12,0,overlap,"[""7H"",""3S""]","[""10H"",""3S""]",,,,"[""7S"",""3S""]"
testing,9217-3aa950df-fc29-4ce6-9e09-9421080c77ab,1.546640181316e+12,0,catch,"[""2S""]","[""JC""]",,,,"[""2S""]"
testing,9217-3aa950df-fc29-4ce6-9e09-9421080c77ab,1.546640716111e+12,1,overlap,"[""10S"",""QD""]","[""6H"",""QD""]",,,,"[""10S"",""QD""]"
testing,3950-a5904d45-0563-482f-9861-6b53d808f374,1.546640852548e+12,0,baseline,"[""2H"",""8D""]","[""QH"",""4D""]",,,,"[""2H"",""8D""]"
testing,3950-a5904d45-0563-482f-9861-6b53d808f374,1.546640880584e+12,1,baseline,"[""5H"",""3S""]","[""8D"",""2D""]",,,,"[""3S"",""5H""]"
testing,3412-ab930466-c9b8-4ada-8c83-787bb96e4279,1.546641546754e+12,0,overlap,"[""5C"",""4D""]","[""10D"",""4D""]",,,,"[""4D"",""10D""]"
testing,3412-ab930466-c9b8-4ada-8c83-787bb96e4279,1.546641562899e+12,0,overlap,"[""5C"",""4D""]","[""10D"",""4D""]",,,,"[""5C""]"
testing,3412-ab930466-c9b8-4ada-8c83-787bb96e4279,1.546641601324e+12,1,overlap,"[""7H"",""KD""]","[""AD"",""KD""]",,,,"[""7H"",""KD""]"
testing,4696-99fce663-6e16-4029-a4f9-03b04a10684e,1.546649979005e+12,0,overlap,"[""QS"",""9H""]","[""7D"",""9H""]",,,,"[""QS"",""9H""]"
testing,4696-99fce663-6e16-4029-a4f9-03b04a10684e,1.546649987765e+12,1,catch,"[""KD""]","[""AH""]",,,,"[""KD""]"
testing,4696-99fce663-6e16-4029-a4f9-03b04a10684e,1.546649997747e+12,2,baseline,"[""5C"",""4C""]","[""6S"",""QH""]",,,,"[""5C"",""4C""]"
testing,5856-a0ebacb5-ce69-4070-8d2b-0292396049c9,1.54665012069e+12,0,catch,"[""JS""]","[""3H""]",,,,"[""JS""]"
testing,6103-5e715613-8407-4dc1-ae58-75a518c195fa,1.546650298818e+12,0,overlap,"[""6C"",""10H""]","[""3S"",""10H""]",,,,"[""6C"",""10H""]"
testing,6103-5e715613-8407-4dc1-ae58-75a518c195fa,1.546650309163e+12,1,baseline,"[""5C"",""JH""]","[""7S"",""7D""]",,,,"[""5C"",""JH""]"
testing,6103-5e715613-8407-4dc1-ae58-75a518c195fa,1.54665031786e+12,2,catch,"[""2S""]","[""5D""]",,,,"[""4D""]"
testing,0183-2d2cf919-4755-409d-a26a-e2b787b27aaa,1.546650602892e+12,0,catch,"[""AS""]","[""JD""]",,,,"[""AS""]"
testing,0183-2d2cf919-4755-409d-a26a-e2b787b27aaa,1.546650621161e+12,1,baseline,"[""5H"",""3H""]","[""AD"",""9D""]",,,,"[""5H"",""3H""]"
testing,0183-2d2cf919-4755-409d-a26a-e2b787b27aaa,1.54665064474e+12,2,overlap,"[""KS"",""7D""]","[""4C"",""7D""]",,,,"[""KS"",""7D""]"
testing,1896-ac4dca6a-de31-4b3f-acc3-29196e37fac0,1.546663539397e+12,0,baseline,"[""AD"",""10H""]","[""QS"",""AS""]",,,,"[""AD""]"
testing,0041-15e626ef-d43a-4c27-bdac-a2c9186843f5,1.546663597836e+12,0,catch,"[""7H""]","[""10S""]",,,,"[""7H""]"
testing,0041-15e626ef-d43a-4c27-bdac-a2c9186843f5,1.546663610186e+12,1,baseline,"[""5S"",""KD""]","[""3H"",""AS""]",,,,"[""5S""]"
testing,0041-15e626ef-d43a-4c27-bdac-a2c9186843f5,1.546663617876e+12,1,baseline,"[""5S"",""KD""]","[""3H"",""AS""]",,,,"[""KD""]"
testing,0041-15e626ef-d43a-4c27-bdac-a2c9186843f5,1.546663641645e+12,2,overlap,"[""6C"",""10C""]","[""QH"",""10C""]",,,,"[""6C""]"
testing,0041-15e626ef-d43a-4c27-bdac-a2c9186843f5,1.546663654596e+12,2,overlap,"[""6C"",""10C""]","[""QH"",""10C""]",,,,"[""10C""]"
testing,2813-d16927e8-a64f-40bc-8287-31b63c2ddd16,1.546663713826e+12,0,overlap,"[""7C"",""10D""]","[""6D"",""10D""]",,,,"[""7C""]"
testing,2813-d16927e8-a64f-40bc-8287-31b63c2ddd16,1.546663719527e+12,0,overlap,"[""7C"",""10D""]","[""6D"",""10D""]",,,,"[""10D""]"
testing,1624-d58ab413-fda3-4ea2-b227-6dfad0f3346e,1.546663788498e+12,0,baseline,"[""4H"",""9H""]","[""5H"",""QD""]",,,,"[""4H""]"
testing,1624-d58ab413-fda3-4ea2-b227-6dfad0f3346e,1.546663795336e+12,0,baseline,"[""4H"",""9H""]","[""5H"",""QD""]",,,,"[""9H""]"
testing,1624-d58ab413-fda3-4ea2-b227-6dfad0f3346e,1.546663807103e+12,1,catch,"[""7S""]","[""6C""]",,,,"[""7S""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.54666383836e+12,0,catch,"[""8H""]","[""8C""]",,,,"[""8H""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.546663877422e+12,1,overlap,"[""7H"",""KH""]","[""AC"",""KH""]",,,,"[""7H""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.546663886245e+12,1,overlap,"[""7H"",""KH""]","[""AC"",""KH""]",,,,"[""KH""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.546663901243e+12,2,baseline,"[""7S"",""3H""]","[""5S"",""AH""]",,,,"[""9H""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.546663908746e+12,2,baseline,"[""7S"",""3H""]","[""5S"",""AH""]",,,,"[""7S""]"
testing,5523-a18397bb-1e09-43ca-8b4f-b923b67e21cf,1.546663918423e+12,2,baseline,"[""7S"",""3H""]","[""5S"",""AH""]",,,,"[""3H""]"
testing,2367-f06c1fbb-38fc-42eb-9081-ca9e4054c022,1.54666394528e+12,0,overlap,"[""2H"",""5C""]","[""9C"",""5C""]",,,,"[""9C"",""5C""]"
testing,5152-2d20272a-30a9-4563-b19d-1446f0b485fd,1.546665001185e+12,0,baseline,"[""8C"",""3S""]","[""JC"",""8H""]",,,,"[""8C"",""3S""]"
testing,8626-abad1add-3951-42c1-8aee-a479b2bde720,1.546665017221e+12,0,overlap,"[""JH"",""3H""]","[""6C"",""3H""]",,,,"[""JH"",""3H""]"
testing,5721-8369adb4-4d06-4d86-a512-6ff6d27022cc,1.546665105762e+12,0,baseline,"[""3C"",""2D""]","[""3D"",""KS""]",,,,"[""3C"",""2D""]"
testing,4421-ecf2af4a-3014-400f-8e93-267689adc94a,1.546665190071e+12,0,baseline,"[""JH"",""7D""]","[""10S"",""JD""]",,,,"[""JH"",""7D""]"
testing,9275-fbbf99ff-07c5-490c-b2f2-9e8c69e56b87,1.546665283342e+12,0,catch,"[""5S""]","[""AC""]",,,,"[""5S""]"
testing,9275-fbbf99ff-07c5-490c-b2f2-9e8c69e56b87,1.546665298881e+12,1,overlap,"[""5H"",""6D""]","[""8S"",""6D""]",,,,"[""5H"",""6D""]"
testing,1334-f6ae172c-bd14-456c-9c61-757ae70a652f,1.54666576787e+12,0,catch,"[""KS""]","[""10S""]",,,,"[""KS""]"
testing,1334-f6ae172c-bd14-456c-9c61-757ae70a652f,1.546665778301e+12,1,baseline,"[""6H"",""AS""]","[""JH"",""KS""]",,,,"[""AS""]"
testing,7957-eba4876b-8d68-43e8-aedd-c16fc5e1cea6,1.546666329865e+12,0,catch,"[""5S""]","[""JD""]",,,,"[""5S""]"
testing,9875-f4759f6a-d8d9-428f-a8cd-1601aca6874f,1.546667621034e+12,0,overlap,"[""4C"",""AD""]","[""QS"",""AD""]",,,,"[""AD""]"
testing,9875-f4759f6a-d8d9-428f-a8cd-1601aca6874f,1.546667632656e+12,0,overlap,"[""4C"",""AD""]","[""QS"",""AD""]",,,,"[""4C"",""AD""]"
testing,9875-f4759f6a-d8d9-428f-a8cd-1601aca6874f,1.546667649887e+12,1,baseline,"[""5H"",""QC""]","[""8C"",""10S""]",,,,"[""5H"",""QC""]"
testing,9875-f4759f6a-d8d9-428f-a8cd-1601aca6874f,1.546667658925e+12,2,catch,"[""JH""]","[""7S""]",,,,"[""JH""]"
testing,2287-13f5e1b1-16c0-4dba-ab64-399f5eb75715,1.546667783438e+12,0,overlap,"[""4H"",""KD""]","[""5H"",""KD""]",,,,"[""4H"",""KD""]"
testing,3266-0cbe8e78-d440-4939-89b8-53bbbd9e64d2,1.546667811695e+12,0,catch,"[""6C""]","[""7C""]",,,,"[""6C""]"
testing,2794-c2d2dd1e-1621-4309-b5c5-619051fc963a,1.546667863465e+12,0,overlap,"[""9C"",""JH""]","[""2C"",""JH""]",,,,"[""9C"",""JH""]"
testing,8467-040de907-b848-4ca5-b6e6-dc629864ca75,1.546667885252e+12,0,baseline,"[""5S"",""7D""]","[""KD"",""AC""]",,,,"[""5S"",""7D""]"
testing,8467-040de907-b848-4ca5-b6e6-dc629864ca75,1.546667898449e+12,1,catch,"[""3H""]","[""QD""]",,,,"[""QD""]"
testing,7665-51cf8e35-50dd-40f0-888d-dfa3505cc5cf,1.546668589458e+12,0,baseline,"[""2H"",""5D""]","[""4D"",""QD""]",,human,,"[""2H"",""5D""]"
testing,7665-51cf8e35-50dd-40f0-888d-dfa3505cc5cf,1.546668605064e+12,1,catch,"[""8D""]","[""7S""]",,human,,"[""8D""]"
testing,7665-51cf8e35-50dd-40f0-888d-dfa3505cc5cf,1.546668623012e+12,2,overlap,"[""7C"",""QS""]","[""JS"",""QS""]",,human,,"[""7C"",""QS""]"
testing,3926-34c4e98e-a5c5-4f1a-b6b0-e59888a249f0,1.546668755228e+12,0,catch,"[""JC""]","[""3H""]",,human,,"[""JC""]"
testing,6078-19c490fa-e2d0-47e5-a79c-0fff99412994,1.546668804264e+12,0,catch,"[""3C""]","[""10D""]",,human,,"[""3C""]"
testing,9976-8bec2e68-d9a9-433e-99f2-2be6d2a588ad,1.546669190131e+12,0,catch,"[""4S""]","[""5C""]",,human,,"[""4S""]"
testing,0696-dc5cfd74-f639-49a4-b719-e0b67acad431,1.546669595981e+12,0,catch,"[""QH""]","[""2C""]",,human,,"[""7H""]"
testing,5456-9e8aa936-cf9f-4700-bd5f-adef47e40a69,1.546670074462e+12,0,baseline,"[""8D"",""AS""]","[""7C"",""10H""]",,human,,"[""7C""]"
testing,5456-9e8aa936-cf9f-4700-bd5f-adef47e40a69,1.546670081388e+12,0,baseline,"[""8D"",""AS""]","[""7C"",""10H""]",,human,,"[""10C""]"
testing,3287-f87feb90-3507-4f81-959e-efcaf7abe8e8,1.546670768389e+12,0,overlap,"[""2H"",""8S""]","[""5D"",""8S""]",,human,,"[""2H""]"
testing,1406-18b69744-6015-40fc-883b-456d2d01c4ca,1.54667081867e+12,0,overlap,"[""5C"",""JH""]","[""6C"",""JH""]",,human,,"[""JH""]"
testing,4490-4a6e1baa-0673-4cc6-a0e0-12b07cfb9d89,1.546670939756e+12,0,overlap,"[""9S"",""KS""]","[""9D"",""KS""]",,human,,"[""9S""]"
testing,3523-f9ff09d2-1b2e-40d1-8801-7c48f4d34be0,1.546670986755e+12,0,overlap,"[""QC"",""2D""]","[""3D"",""2D""]",,human,,"[""QC"",""2D""]"
testing,3523-f9ff09d2-1b2e-40d1-8801-7c48f4d34be0,1.546671001149e+12,1,catch,"[""7S""]","[""5S""]",,human,,"[""5S""]"
testing,3523-f9ff09d2-1b2e-40d1-8801-7c48f4d34be0,1.546671010873e+12,1,catch,"[""7S""]","[""5S""]",,human,,"[""7S""]"
testing,6110-7feea4ea-299b-4591-b65c-3d21ff6e0e72,1.54667188508e+12,0,baseline,"[""10D"",""3C""]","[""8C"",""8S""]",seeker,bot,,"[""10D"",""3C""]"
testing,6110-7feea4ea-299b-4591-b65c-3d21ff6e0e72,1.546671899839e+12,1,catch,"[""7C""]","[""3C""]",seeker,bot,,"[""7C""]"
testing,6110-7feea4ea-299b-4591-b65c-3d21ff6e0e72,1.546671913648e+12,2,overlap,"[""JC"",""6H""]","[""AD"",""6H""]",seeker,bot,,"[""JC"",""6H""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672054242e+12,0,baseline,"[""AS"",""8D""]","[""3C"",""3H""]",helper,human,,"[""8D"",""AS""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672068682e+12,1,catch,"[""6S""]","[""10H""]",helper,human,,"[""6S""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672084501e+12,2,overlap,"[""2C"",""5C""]","[""QC"",""5C""]",helper,human,,"[""2C"",""5C""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672100917e+12,3,baseline,"[""7H"",""KD""]","[""AS"",""7D""]",helper,bot,,"[""7H"",""KD""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672114166e+12,4,catch,"[""9S""]","[""6D""]",helper,bot,,"[""9S""]"
testing,1918-12c194fd-91ec-4498-83ca-806e9e0abf4e,1.546672125091e+12,5,overlap,"[""3D"",""5H""]","[""JC"",""5H""]",helper,bot,,"[""3D"",""5H""]"
testing,2789-f6cafc50-1419-4f62-9b4e-3ca9641b8ee5,1.546672207265e+12,0,catch,"[""7D""]","[""QH""]",helper,human,,"[""QH""]"
testing,2789-f6cafc50-1419-4f62-9b4e-3ca9641b8ee5,1.546672228922e+12,0,catch,"[""7D""]","[""QH""]",helper,human,,"[""7D""]"
testing,2789-f6cafc50-1419-4f62-9b4e-3ca9641b8ee5,1.546672245948e+12,1,baseline,"[""10C"",""8C""]","[""3C"",""5H""]",helper,human,,"[""10C"",""8C""]"
testing,2789-f6cafc50-1419-4f62-9b4e-3ca9641b8ee5,1.54667226634e+12,2,overlap,"[""7C"",""7D""]","[""2H"",""7D""]",helper,human,,"[""7C"",""7D""]"
testing,0177-c23c3265-6458-471c-9b13-0f216778d8ec,1.546711154192e+12,0,baseline,"[""6H"",""3S""]","[""4S"",""5S""]",seeker,bot,,"[""6H"",""3S""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711916098e+12,0,overlap,"[""3S"",""JC""]","[""8H"",""JC""]",seeker,bot,,"[""3S"",""JC""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711928509e+12,1,catch,"[""9H""]","[""2D""]",seeker,bot,,"[""9H""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711946638e+12,2,baseline,"[""KS"",""3C""]","[""8S"",""AD""]",seeker,bot,,"[""8S""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711961971e+12,2,baseline,"[""KS"",""3C""]","[""8S"",""AD""]",seeker,bot,,"[""KS"",""3C""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711981978e+12,3,catch,"[""4S""]","[""8H""]",seeker,human,,"[""4S""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546711998695e+12,4,baseline,"[""4D"",""10H""]","[""AS"",""QH""]",seeker,human,,"[""4D"",""10H""]"
testing,3179-65b78874-18b0-464c-a311-269f98032507,1.546712017286e+12,5,overlap,"[""8C"",""QS""]","[""2S"",""QS""]",seeker,human,,"[""8C"",""QS""]"
testing,5170-fc1b4348-b29c-4ab1-96b4-59a2eca82abe,1.54671275756e+12,0,catch,"[""QS""]","[""6H""]",seeker,bot,,"[""6H""]"
testing,5170-fc1b4348-b29c-4ab1-96b4-59a2eca82abe,1.54671276949e+12,0,catch,"[""QS""]","[""6H""]",seeker,bot,,"[""QS""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715545153e+12,0,catch,"[""2D""]","[""2H""]",helper,human,,"[""2D""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715568161e+12,1,baseline,"[""2D"",""3S""]","[""4D"",""KC""]",helper,human,,"[""KC""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715579927e+12,1,baseline,"[""2D"",""3S""]","[""4D"",""KC""]",helper,human,,"[""2D"",""3S""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.54671559636e+12,2,overlap,"[""10S"",""AH""]","[""10H"",""AH""]",helper,human,,"[""10S"",""AH""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715617551e+12,3,catch,"[""2S""]","[""8S""]",helper,bot,,"[""8S""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715626188e+12,3,catch,"[""2S""]","[""8S""]",helper,bot,,"[""2S""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715729536e+12,4,baseline,"[""8S"",""AS""]","[""JD"",""8D""]",helper,bot,,"[""AS""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715742231e+12,4,baseline,"[""8S"",""AS""]","[""JD"",""8D""]",helper,bot,,"[""8S"",""AS""]"
testing,4367-aa28d348-ad4d-4a06-8249-23bd9df284d0,1.546715757648e+12,5,overlap,"[""4D"",""5D""]","[""7S"",""5D""]",helper,bot,,"[""4D"",""5D""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717562263e+12,0,catch,"[""7D""]","[""AD""]",seeker,bot,,"[""AD""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717572405e+12,0,catch,"[""7D""]","[""AD""]",seeker,bot,,"[""7D""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717586163e+12,1,baseline,"[""9S"",""8C""]","[""3C"",""9C""]",seeker,bot,,"[""9S"",""8C""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717600426e+12,2,overlap,"[""4S"",""5D""]","[""QD"",""5D""]",seeker,bot,,"[""5D""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717610209e+12,2,overlap,"[""4S"",""5D""]","[""QD"",""5D""]",seeker,bot,,"[""4S"",""5D""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717629709e+12,3,baseline,"[""9C"",""6C""]","[""6D"",""KH""]",seeker,human,,"[""9C"",""6C""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717644951e+12,4,overlap,"[""KD"",""AC""]","[""KH"",""AC""]",seeker,human,,"[""KD"",""AC""]"
single-player-pilot,6731-315c810d-5389-40df-8565-e6bd58376594,1.546717658799e+12,5,catch,"[""7C""]","[""9S""]",seeker,human,,"[""7C"",""9S""]"
single-player-pilot,0659-745c84b1-6b6f-4426-840a-18df07b03516,1.546717890375e+12,0,baseline,"[""10D"",""8C""]","[""4S"",""8H""]",seeker,bot,,"[""10D"",""8C""]"
single-player-pilot,0659-745c84b1-6b6f-4426-840a-18df07b03516,1.546717903319e+12,1,overlap,"[""8D"",""9D""]","[""7H"",""9D""]",seeker,bot,,"[""8D"",""9D""]"
single-player-pilot,0659-745c84b1-6b6f-4426-840a-18df07b03516,1.546717916504e+12,2,catch,"[""AD""]","[""JD""]",seeker,bot,,"[""AD""]"
single-player-pilot,0659-745c84b1-6b6f-4426-840a-18df07b03516,1.546717934918e+12,3,baseline,"[""QS"",""3H""]","[""10D"",""2D""]",seeker,human,,"[""QS"",""3H""]"
single-player-pilot,0659-745c84b1-6b6f-4426-840a-18df07b03516,1.546717947464e+12,4,catch,"[""8C""]","[""QC""]",seeker,human,,"[""8C""]"
single-player-pilot,1409-08236860-13c5-496c-a624-9449ff745e6a,1.5467179547e+12,0,baseline,"[""3H"",""5H""]","[""AH"",""2H""]",helper,human,,"[""3H"",""5H""]"
