iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,sender,timeFromMessage,revealedObjs
full_sample,8190-995eb1c4-2245-4af1-88ba-a0605202ecc5,1.545252502058e+12,5,baseline,"[""5C"",""3D""]","[""10C"",""JH""]",,,,"[""5C"",""3D""]"
cards_sample,1750-474f2fba-62c5-4b23-ac06-6cde32d0de4d,1.545507213128e+12,0,catch,"[""AC""]","[""10C""]",,,,"[""AC""]"
cards_sample,0123-399b8e80-fd91-485f-a631-89ec4b9857cf,1.545507417003e+12,0,overlap,"[""7S"",""10H""]","[""QS"",""10H""]",,,,"[""7S"",""10H""]"
cards_sample,8874-64bea244-ba51-4f97-a907-53067a7d6b90,1.54550744596e+12,0,catch,"[""AS""]","[""9H""]",,,,"[""AS""]"
cards_sample,2914-580d1fc0-890d-4170-bfca-1fa18e64e70a,1.545507532654e+12,0,overlap,"[""AS"",""AD""]","[""AH"",""AD""]",,,,"[""AS"",""AD""]"
cards_sample,2914-580d1fc0-890d-4170-bfca-1fa18e64e70a,1.545507549924e+12,1,baseline,"[""5H"",""QH""]","[""3H"",""7S""]",,,,"[""5H"",""QH""]"
cards_sample,4942-db2ad620-1f90-4c79-a96a-debf2c882cfe,1.545509585303e+12,0,overlap,"[""4S"",""AH""]","[""2C"",""AH""]",,,,"[""AH"",""2C""]"
cards_sample,4942-db2ad620-1f90-4c79-a96a-debf2c882cfe,1.545509600619e+12,0,overlap,"[""4S"",""AH""]","[""2C"",""AH""]",,,,"[""4S""]"
cards_sample,4942-db2ad620-1f90-4c79-a96a-debf2c882cfe,1.545509615025e+12,1,overlap,"[""6C"",""QH""]","[""5S"",""QH""]",,,,"[""QH"",""6C""]"
cards_sample,0082-8147ec0e-91e3-4ef0-af63-cb0e232f2e0c,1.545509681044e+12,0,catch,"[""4H""]","[""8S""]",,,,"[""4H""]"
cards_sample,0082-8147ec0e-91e3-4ef0-af63-cb0e232f2e0c,1.54550969625e+12,1,overlap,"[""KD"",""JH""]","[""4D"",""JH""]",,,,"[""JH"",""KD""]"
cards_sample,2591-04afcd88-58a6-4ee0-82af-085daae89a73,1.545509797439e+12,0,catch,"[""KD""]","[""8D""]",,,,"[""KD""]"
cards_sample,2591-04afcd88-58a6-4ee0-82af-085daae89a73,1.545509809937e+12,1,catch,"[""JS""]","[""7H""]",,,,"[""JS""]"
cards_sample,2591-04afcd88-58a6-4ee0-82af-085daae89a73,1.545509823211e+12,2,baseline,"[""KD"",""4S""]","[""AS"",""2C""]",,,,"[""KD"",""4S""]"
cards_sample,2591-04afcd88-58a6-4ee0-82af-085daae89a73,1.545509845471e+12,3,baseline,"[""JS"",""JC""]","[""AD"",""8C""]",,,,"[""JC"",""JS""]"
cards_sample,2591-04afcd88-58a6-4ee0-82af-085daae89a73,1.545509859026e+12,4,overlap,"[""AS"",""4D""]","[""3C"",""4D""]",,,,"[""8C""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509893346e+12,0,overlap,"[""8H"",""4D""]","[""9D"",""4D""]",,,,"[""8H"",""4D""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509904958e+12,1,baseline,"[""JC"",""3H""]","[""QS"",""AH""]",,,,"[""JC"",""3H""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509920326e+12,2,baseline,"[""5H"",""10C""]","[""10H"",""10D""]",,,,"[""10C"",""5H""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509935123e+12,3,catch,"[""6D""]","[""5D""]",,,,"[""6D""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509947463e+12,4,catch,"[""6C""]","[""JS""]",,,,"[""6C"",""2C""]"
cards_sample,0567-42da64e1-a19f-41c1-8f8a-7b695eb7d3b1,1.545509962177e+12,5,overlap,"[""AH"",""2S""]","[""4D"",""2S""]",,,,"[""AH"",""2S""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511440633e+12,0,catch,"[""KD""]","[""8C""]",,,,"[""KD""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.54551149986e+12,1,baseline,"[""5S"",""8S""]","[""KC"",""AD""]",,,,"[""5S"",""8S""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511519918e+12,2,baseline,"[""9S"",""2H""]","[""7D"",""9C""]",,,,"[""7D""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511537368e+12,2,baseline,"[""9S"",""2H""]","[""7D"",""9C""]",,,,"[""9C""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511557148e+12,2,baseline,"[""9S"",""2H""]","[""7D"",""9C""]",,,,"[""2H"",""9S""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511595611e+12,3,catch,"[""9C""]","[""8D""]",,,,"[""9C"",""8D""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511623954e+12,4,overlap,"[""5H"",""5S""]","[""AC"",""5S""]",,,,"[""5H""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511641188e+12,4,overlap,"[""5H"",""5S""]","[""AC"",""5S""]",,,,"[""5S""]"
cards_sample,6195-ccb04c04-95fd-41ca-a8a5-ad702c372e34,1.545511672311e+12,5,overlap,"[""9S"",""KD""]","[""8C"",""KD""]",,,,"[""KD"",""9S""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.545511728449e+12,0,catch,"[""2D""]","[""8H""]",,,,"[""2D"",""8H""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.545511748111e+12,0,overlap,"[""2D"",""8D""]","[""KC"",""8D""]",,,,"[""2D"",""8D""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.545511770173e+12,1,overlap,"[""KS"",""4H""]","[""5C"",""4H""]",,,,"[""KS"",""4H""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511780699e+12,0,baseline,"[""KD"",""QC""]","[""6C"",""9S""]",,,,"[""KD"",""QC""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.54551179437e+12,2,overlap,"[""KC"",""8C""]","[""7S"",""8C""]",,,,"[""KC""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.54551179939e+12,1,overlap,"[""10S"",""JC""]","[""8S"",""JC""]",,,,"[""JC"",""10S""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511803159e+12,1,baseline,"[""5C"",""QC""]","[""2C"",""6H""]",,,,"[""5C""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.545511817537e+12,2,overlap,"[""KC"",""8C""]","[""7S"",""8C""]",,,,"[""8C""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511828061e+12,1,baseline,"[""5C"",""QC""]","[""2C"",""6H""]",,,,"[""QC""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.545511834231e+12,2,baseline,"[""QH"",""6H""]","[""6S"",""9H""]",,,,"[""QH"",""6H""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.54551183929e+12,3,baseline,"[""7D"",""5S""]","[""AD"",""4C""]",,,,"[""7D"",""5S""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511848194e+12,2,overlap,"[""AD"",""3D""]","[""QS"",""3D""]",,,,"[""AD"",""3D""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511867645e+12,3,overlap,"[""QD"",""2C""]","[""8H"",""2C""]",,,,"[""QD""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.545511868769e+12,3,baseline,"[""KS"",""3D""]","[""AH"",""6C""]",,,,"[""3D"",""KS""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.545511870057e+12,4,baseline,"[""2S"",""9D""]","[""2D"",""10H""]",,,,"[""2S"",""9D""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.54551187814e+12,3,overlap,"[""QD"",""2C""]","[""8H"",""2C""]",,,,"[""2C""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.545511885098e+12,4,catch,"[""QH""]","[""AS""]",,,,"[""QH""]"
cards_sample,7382-42639d10-4528-4631-bded-c1a75331569f,1.545511885927e+12,5,catch,"[""6H""]","[""2H""]",,,,"[""6H""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511900491e+12,4,catch,"[""2D""]","[""6S""]",,,,"[""2D""]"
cards_sample,1791-1a4ed8c0-b2e6-4836-bb5a-e9f68fd9cd45,1.545511910042e+12,5,catch,"[""5H""]","[""4S""]",,,,"[""5H""]"
cards_sample,2287-9d0f1460-f345-4638-9511-5aebe7ab60ab,1.545511919618e+12,5,catch,"[""9H""]","[""5S""]",,,,"[""9H""]"
cards_sample,1064-d032553d-1a4b-42b3-ae40-2e727474f4c0,1.545512170039e+12,0,baseline,"[""8H"",""2C""]","[""KH"",""9D""]",,,,"[""8H""]"
cards_sample,1064-d032553d-1a4b-42b3-ae40-2e727474f4c0,1.545512222896e+12,0,baseline,"[""8H"",""2C""]","[""KH"",""9D""]",,,,"[""2C""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.54551231604e+12,0,overlap,"[""8S"",""KD""]","[""2S"",""KD""]",,,,"[""8S"",""KD""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.545512345811e+12,1,catch,"[""10C""]","[""9H""]",,,,"[""10C""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.545512359822e+12,2,catch,"[""3C""]","[""3S""]",,,,"[""3C""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.545512381768e+12,3,overlap,"[""7H"",""7D""]","[""9C"",""7D""]",,,,"[""7H"",""7D""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.545512403696e+12,4,baseline,"[""2S"",""8C""]","[""6C"",""8D""]",,,,"[""8C"",""2S""]"
cards_sample,8299-04b2572f-d9d0-4b68-a5ad-3e59ac5f6cff,1.545512424175e+12,5,baseline,"[""9C"",""KH""]","[""KD"",""3C""]",,,,"[""9C"",""KH""]"
testing,8848-216957c9-37a8-4bc7-9b48-b67e78d1d64b,1.545530675655e+12,0,overlap,"[""4S"",""2H""]","[""9C"",""2H""]",,,,"[""AD"",""9C""]"
testing,8848-216957c9-37a8-4bc7-9b48-b67e78d1d64b,1.545530681669e+12,0,overlap,"[""4S"",""2H""]","[""9C"",""2H""]",,,,"[""2H"",""4S""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.545530698952e+12,0,catch,"[""4S""]","[""10H""]",,,,"[""4S""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.545530711912e+12,1,baseline,"[""6C"",""8H""]","[""9S"",""3D""]",,,,"[""6C"",""8H""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.54553072819e+12,2,overlap,"[""KH"",""3S""]","[""7D"",""3S""]",,,,"[""KH"",""3S""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.545530743097e+12,3,overlap,"[""4S"",""4C""]","[""AS"",""4C""]",,,,"[""4S"",""4C""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.545530754305e+12,4,baseline,"[""2S"",""9D""]","[""7D"",""JC""]",,,,"[""9D"",""2S""]"
testing,7632-e53014c3-1ea6-4892-9fc4-c1a89d092b43,1.545530765573e+12,5,catch,"[""KC""]","[""9H""]",,,,"[""KS"",""KC""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531445723e+12,0,overlap,"[""5S"",""7D""]","[""2D"",""7D""]",,,,"[""5S"",""7D""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531456218e+12,1,overlap,"[""9D"",""KD""]","[""6D"",""KD""]",,,,"[""9D"",""KD""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531468946e+12,2,catch,"[""QC""]","[""4D""]",,,,"[""QC""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531479801e+12,3,baseline,"[""6C"",""KC""]","[""2H"",""9S""]",,,,"[""KC"",""6C""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531491873e+12,4,baseline,"[""3H"",""5S""]","[""KD"",""7H""]",,,,"[""3H"",""5S""]"
testing,1244-e8915dea-a1e5-4993-815b-2cfac29ee630,1.545531500487e+12,5,catch,"[""KS""]","[""6D""]",,,,"[""KS""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532094351e+12,0,catch,"[""3C""]","[""KH""]",,,,"[""3C""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532103429e+12,1,catch,"[""JC""]","[""9S""]",,,,"[""JC""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532115257e+12,2,overlap,"[""4S"",""9C""]","[""JS"",""9C""]",,,,"[""9C"",""JS""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532128989e+12,2,overlap,"[""4S"",""9C""]","[""JS"",""9C""]",,,,"[""4S""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532138621e+12,3,baseline,"[""7D"",""2D""]","[""9D"",""9S""]",,,,"[""2D"",""7D""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532150369e+12,4,baseline,"[""7C"",""AC""]","[""6C"",""6D""]",,,,"[""7C"",""AC""]"
testing,8405-1b842ef7-d3b4-4ab3-955a-1395fe257a1a,1.545532159657e+12,5,overlap,"[""KC"",""QS""]","[""AD"",""QS""]",,,,"[""QS"",""KC""]"
testing,2245-af9b2999-31d1-43bf-a69b-4a2a1afde078,1.545533246875e+12,0,baseline,"[""6S"",""7C""]","[""3H"",""3C""]",,,,"[""7C""]"
testing,2245-af9b2999-31d1-43bf-a69b-4a2a1afde078,1.545533270026e+12,0,baseline,"[""6S"",""7C""]","[""3H"",""3C""]",,,,"[""6S""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533302654e+12,0,baseline,"[""7D"",""2C""]","[""QS"",""AH""]",,,,"[""2C""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533314266e+12,0,baseline,"[""7D"",""2C""]","[""QS"",""AH""]",,,,"[""7D""]"
testing,2245-af9b2999-31d1-43bf-a69b-4a2a1afde078,1.545533315467e+12,1,baseline,"[""AC"",""10S""]","[""JH"",""2D""]",,,,"[""10S""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533339551e+12,0,catch,"[""2H""]","[""QD""]",,,,"[""2H""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533339561e+12,1,baseline,"[""6S"",""4S""]","[""2C"",""3C""]",,,,"[""4S""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533359721e+12,1,baseline,"[""6S"",""4S""]","[""2C"",""3C""]",,,,"[""6S""]"
testing,2245-af9b2999-31d1-43bf-a69b-4a2a1afde078,1.545533368201e+12,1,baseline,"[""AC"",""10S""]","[""JH"",""2D""]",,,,"[""AD""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533371463e+12,0,baseline,"[""10C"",""AD""]","[""9D"",""9S""]",,,,"[""AD""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533373011e+12,1,overlap,"[""JC"",""JS""]","[""8S"",""JS""]",,,,"[""JS"",""JC""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533376345e+12,2,catch,"[""4H""]","[""3C""]",,,,"[""4H""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533386477e+12,0,baseline,"[""10C"",""AD""]","[""9D"",""9S""]",,,,"[""10C""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533394057e+12,3,catch,"[""JS""]","[""QD""]",,,,"[""JS""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533396644e+12,2,overlap,"[""3H"",""5S""]","[""AH"",""5S""]",,,,"[""5S"",""3H""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533409174e+12,1,catch,"[""2H""]","[""3H""]",,,,"[""2H""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533411236e+12,3,catch,"[""QD""]","[""9C""]",,,,"[""QD""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.54553341332e+12,4,overlap,"[""10H"",""2S""]","[""2H"",""2S""]",,,,"[""10H""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533428015e+12,2,catch,"[""9H""]","[""10S""]",,,,"[""9H""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533429594e+12,4,overlap,"[""10H"",""2S""]","[""2H"",""2S""]",,,,"[""2S""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533438527e+12,4,baseline,"[""AS"",""6D""]","[""3S"",""AD""]",,,,"[""6D"",""AS""]"
testing,2245-af9b2999-31d1-43bf-a69b-4a2a1afde078,1.545533442833e+12,1,baseline,"[""AC"",""10S""]","[""JH"",""2D""]",,,,"[""5S"",""2D""]"
testing,3721-ca61d6f6-da2d-4a8b-b6a4-01ae2db13ac0,1.545533448445e+12,5,overlap,"[""2H"",""4H""]","[""10D"",""4H""]",,,,"[""4H"",""2H""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533450805e+12,3,overlap,"[""6D"",""8H""]","[""JD"",""8H""]",,,,"[""8H""]"
testing,1935-1b35013f-8b81-413f-b2cf-46dccc34c4d4,1.545533457671e+12,5,baseline,"[""3S"",""AD""]","[""JH"",""10D""]",,,,"[""AD"",""3S""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.54553346508e+12,3,overlap,"[""6D"",""8H""]","[""JD"",""8H""]",,,,"[""6D""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533489026e+12,4,overlap,"[""QH"",""7C""]","[""7S"",""7C""]",,,,"[""QH""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533493815e+12,0,baseline,"[""4H"",""QC""]","[""6S"",""2D""]",,,,"[""4H"",""6S""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533505905e+12,4,overlap,"[""QH"",""7C""]","[""7S"",""7C""]",,,,"[""7C""]"
testing,3281-178b71b1-5a49-4fcf-b8a9-e3278585cc08,1.545533527303e+12,5,baseline,"[""KS"",""QH""]","[""5S"",""JH""]",,,,"[""QH"",""KS""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533547643e+12,0,baseline,"[""4H"",""QC""]","[""6S"",""2D""]",,,,"[""QC""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533569918e+12,1,catch,"[""8S""]","[""8D""]",,,,"[""8D""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533573643e+12,0,overlap,"[""4S"",""AS""]","[""8D"",""AS""]",,,,"[""AS""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533590369e+12,0,overlap,"[""4S"",""AS""]","[""8D"",""AS""]",,,,"[""4S""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533607706e+12,1,catch,"[""8S""]","[""8D""]",,,,"[""8S""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533619072e+12,1,baseline,"[""KS"",""AH""]","[""QS"",""3S""]",,,,"[""KS""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533637585e+12,2,overlap,"[""2D"",""9D""]","[""10C"",""9D""]",,,,"[""2D""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533638118e+12,1,baseline,"[""KS"",""AH""]","[""QS"",""3S""]",,,,"[""AH""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533653686e+12,2,overlap,"[""2D"",""9D""]","[""10C"",""9D""]",,,,"[""9D""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533658293e+12,2,baseline,"[""5H"",""QC""]","[""AS"",""4H""]",,,,"[""5H""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533668794e+12,2,baseline,"[""5H"",""QC""]","[""AS"",""4H""]",,,,"[""QC""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533678928e+12,3,overlap,"[""5C"",""9H""]","[""QH"",""9H""]",,,,"[""9H""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533691793e+12,3,catch,"[""2D""]","[""5C""]",,,,"[""2D""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.54553370482e+12,3,overlap,"[""5C"",""9H""]","[""QH"",""9H""]",,,,"[""5C""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533708473e+12,4,catch,"[""10H""]","[""2S""]",,,,"[""10H""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533729241e+12,5,overlap,"[""JD"",""8D""]","[""4D"",""8D""]",,,,"[""8D""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533732317e+12,4,catch,"[""8C""]","[""4H""]",,,,"[""8C""]"
testing,6584-ed23f228-cf85-41ac-84ba-1a63b5d2e15b,1.545533749094e+12,5,overlap,"[""JD"",""8D""]","[""4D"",""8D""]",,,,"[""JD""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533749516e+12,5,baseline,"[""QD"",""AS""]","[""6H"",""7H""]",,,,"[""AS""]"
testing,9786-9823584e-a808-46d6-ae75-76aa7404896f,1.545533771338e+12,5,baseline,"[""QD"",""AS""]","[""6H"",""7H""]",,,,"[""QD""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.54553389868e+12,0,catch,"[""10C""]","[""2H""]",,,,"[""2H""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545533913838e+12,0,catch,"[""10C""]","[""2H""]",,,,"[""10C""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.5455339399e+12,1,catch,"[""AS""]","[""8C""]",,,,"[""AS""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545533960622e+12,2,baseline,"[""9D"",""3C""]","[""7S"",""6C""]",,,,"[""3C""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545533981974e+12,2,baseline,"[""9D"",""3C""]","[""7S"",""6C""]",,,,"[""7S"",""6C""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545533992221e+12,2,baseline,"[""9D"",""3C""]","[""7S"",""6C""]",,,,"[""9D""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545534014741e+12,3,baseline,"[""2C"",""4S""]","[""10C"",""5H""]",,,,"[""2C"",""4S""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545534031098e+12,4,overlap,"[""7C"",""5H""]","[""8H"",""5H""]",,,,"[""7C"",""5H""]"
testing,1990-26a2622b-4525-40d3-900a-0964ef665f80,1.545534052271e+12,5,overlap,"[""10D"",""9H""]","[""KH"",""9H""]",,,,"[""10D"",""9H""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534059644e+12,0,baseline,"[""3D"",""3H""]","[""9S"",""2D""]",,,,"[""3H"",""3D""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534093422e+12,1,overlap,"[""6S"",""7H""]","[""3H"",""7H""]",,,,"[""6S"",""7H""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534114229e+12,2,catch,"[""9S""]","[""7D""]",,,,"[""9S""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534141167e+12,3,baseline,"[""QH"",""7C""]","[""4C"",""KC""]",,,,"[""QH"",""7C""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534171849e+12,4,overlap,"[""9C"",""10S""]","[""8C"",""10S""]",,,,"[""9C"",""10S""]"
testing,7699-a4cdc2a4-cc73-4322-ab5e-8b0643443ef9,1.545534196865e+12,5,catch,"[""8S""]","[""8D""]",,,,"[""8S""]"
testing,9414-fc2b1855-ec28-402f-af03-af6470b21455,1.545535435235e+12,0,catch,"[""2D""]","[""QS""]",,,,"[""2D"",""5S""]"
testing,6055-50bcbb96-7f44-4a9f-a929-cc72572ae6c2,1.545535452515e+12,0,catch,"[""JS""]","[""9S""]",,,,"[""JS""]"
testing,6055-50bcbb96-7f44-4a9f-a929-cc72572ae6c2,1.545535463074e+12,1,baseline,"[""8H"",""AC""]","[""7D"",""2C""]",,,,"[""AC""]"
testing,6055-50bcbb96-7f44-4a9f-a929-cc72572ae6c2,1.545535469205e+12,1,baseline,"[""8H"",""AC""]","[""7D"",""2C""]",,,,"[""8H""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.546217527298e+12,0,catch,"[""4H""]","[""10H""]",,,,"[""4H""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.546217552681e+12,1,baseline,"[""JC"",""7S""]","[""4C"",""3S""]",,,,"[""7S""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.54621756253e+12,1,baseline,"[""JC"",""7S""]","[""4C"",""3S""]",,,,"[""JC""]"
full_sample,8578-8ab578f0-13a8-41ef-b116-48a4b8284854,1.546217571165e+12,0,baseline,"[""6D"",""7D""]","[""KH"",""2S""]",,,,"[""7D"",""6D""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.546217579485e+12,2,baseline,"[""8D"",""4C""]","[""QC"",""10S""]",,,,"[""4C"",""8D""]"
full_sample,9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a,1.546217597221e+12,0,baseline,"[""5C"",""5H""]","[""JC"",""10H""]",,,,"[""5H"",""5C""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.546217598924e+12,3,overlap,"[""8D"",""KD""]","[""8C"",""KD""]",,,,"[""8D"",""KD""]"
full_sample,8578-8ab578f0-13a8-41ef-b116-48a4b8284854,1.546217602302e+12,1,baseline,"[""5S"",""10H""]","[""7H"",""AC""]",,,,"[""10H""]"
full_sample,9305-c48b28d3-8ab0-42a2-b612-7f8115b42e2e,1.54621761552e+12,4,overlap,"[""7D"",""10H""]","[""9C"",""10H""]",,,,"[""7D"",""10H""]"
